"Listing"

"WFR Listing"
"Created 09 March 2022 19:37"


"CVN","Bale Capacity (cu m)","Post Panamax (Ind)","Post Panamax Old Locks (Ind)","SOx Scrubber 1 Retrofit Indicator","Demo Buyer","Stock Exchange","Panama NT","Suez NT","P and I Club
","Air Draft From Keel","Last Hull Survey Date","EST Number (Energy Saving Technologies)","EST Detail (Energy Saving Technologies)","Hull Survey Due Date","Consumption (tpd)","Deballast Cap (cu m/h)","CGT","LBP (m)","Gear (Ind)","ConBulk","Pool Operator","Manager","Manager Country/Region","Operator Group","Operator Nationality/Region","Eco-Speed - Laden (knots)","Eco-Speed - Ballast (knots)","Main Consumption at Laden Speed (tpd)","Main Consumption at Ballast Speed (tpd)","Main Consumption at Eco-Speed Laden (tpd)","Main Consumption at Eco-Speed Ballast (tpd)","Australia Fitted Ind","Builder Country/Region","Operator Country/Region","Homogeneous TEU","Demo Location","Manager Group","Original Builder","Original Builder Group"
16100596,,,,,,,,,"UK P&I Club",,"26-Oct-2017",,,"28-Nov-2022",60.2,,14597.30,160.96,"N",,,"Interasia Lines","Japan","Wan Hai Lines","Taiwan",,,,,,,,"Japan","Japan",1243,,"Wan Hai Lines","Imabari SB (Imabari)","Imabari Shipbuilding"
16100604,,,,,,,,,"Standard Club P&I",,"04-Jun-2018",,,"12-May-2022",60.2,,14597.30,160.96,"N",,,"Conbulk","Greece","TS Lines","Taiwan",,,,,,,,"Japan","Taiwan",1243,,"Conbulk","Imabari SB (Imabari)","Imabari Shipbuilding"
16100617,,,,,,,,,"The London P&I Club",,"30-Mar-2017",,,"29-Mar-2022",60.2,,14597.30,160.96,"N",,,"Dalian Zhida","China P.R.","TS Lines","Taiwan",,,,,,,,"Japan","Taiwan",1243,,"Dalian Zhida","Imabari SB (Imabari)","Imabari Shipbuilding"
16100620,,,,,,,,,"The London P&I Club",,"10-Jun-2017",,,"09-Jun-2022",60.2,,14597.30,160.96,"N",,,"Dalian Zhida","China P.R.","Goto Shipping","China P.R.",,,,,,,,"Japan","China P.R.",1243,,"Dalian Zhida","Imabari SB (Imabari)","Imabari Shipbuilding"
16100817,,"Y","Y","Y",,"Shanghai",,,"North of England P&I",,"27-Nov-2020",,,"14-Jan-2026",262,,63120.48,350,"N",,,"COSCO Shanghai","China P.R.","China COSCO Shipping","China P.R.",,,,,,,,"South Korea","China P.R.",,,"China COSCO Shipping","Samsung HI","Samsung HI"
16100820,,"Y","Y","Y",,"Shanghai",,,"North of England P&I",,"23-Nov-2020",,,"22-Nov-2025",262,,63120.48,350,"N",,,"COSCO Shanghai","China P.R.","China COSCO Shipping","China P.R.",,,,,,,,"South Korea","China P.R.",,,"China COSCO Shipping","Samsung HI","Samsung HI"
16100833,,"Y","Y","Y",,"Shanghai",,,"The Swedish Club P&I",,"26-Feb-2021",,,"19-May-2026",262,,63120.48,350,"N",,,"COSCO Shanghai","China P.R.","China COSCO Shipping","China P.R.",,,,,,,,"South Korea","China P.R.",,,"China COSCO Shipping","Samsung HI","Samsung HI"
16100846,,"Y","Y","Y",,"Shanghai",,,"West of England P&I",,"01-Jun-2021",,,"12-Jul-2026",262,,63120.48,350,"N",,,"COSCO Shanghai","China P.R.","China COSCO Shipping","China P.R.",,,,,,,,"South Korea","China P.R.",,,"China COSCO Shipping","Samsung HI","Samsung HI"
16100859,,"Y","Y","Y",,"Shanghai",,,"North of England P&I",,"26-Jul-2021",,,"22-Aug-2026",262,,63120.48,350,"N",,,"COSCO Shanghai","China P.R.","China COSCO Shipping","China P.R.",,,,,,,,"South Korea","China P.R.",,,"China COSCO Shipping","Samsung HI","Samsung HI"
16100862,,"Y","Y","Y",,"Shanghai",,,"West of England P&I",,"26-Aug-2021",,,"19-Oct-2026",262,,63120.48,350,"N",,,"COSCO Shanghai","China P.R.","China COSCO Shipping","China P.R.",,,,,,,,"South Korea","China P.R.",,,"China COSCO Shipping","Samsung HI","Samsung HI"
16100875,,"Y","Y","Y",,"Shanghai",,,"North of England P&I",,"23-Jan-2022",,,"08-Mar-2027",262,,63120.48,350,"N",,,"COSCO Shanghai","China P.R.","China COSCO Shipping","China P.R.",,,,,,,,"South Korea","China P.R.",,,"China COSCO Shipping","Samsung HI","Samsung HI"
16100891,,"Y","Y","Y",,"Shanghai",,,"West of England P&I",,"04-Mar-2017",,,"21-May-2022",262,,63120.48,350,"N",,,"COSCO Shanghai","China P.R.","China COSCO Shipping","China P.R.",,,,,,,,"South Korea","China P.R.",,,"China COSCO Shipping","Samsung HI","Samsung HI"
16101177,,,"Y","Y",,,,,"UK P&I Club",,"27-Dec-2020",1,"1 x PBCF - Propeller Boss Cap Fin - MMG MMG-escap® - 2016 installation year","29-Sep-2025",270,,60023.75,349.8,"N",,,"Med Shpg Co","Italy","MSC","Italy",,,,,,,,"South Korea","Switzerland",,,"MSC","STX SB (Jinhae)","STX SB (Jinhae)"
16101180,,,"Y","Y",,,,,"Standard Club P&I",,"10-Apr-2021",1,"1 x PBCF - Propeller Boss Cap Fin - MMG MMG-escap® - 2016 installation year","09-Jan-2026",270,,60023.75,349.8,"N",,,"Med Shpg Co","Italy","MSC","Italy",,,,,,,,"South Korea","Switzerland",,,"MSC","STX SB (Jinhae)","STX SB (Jinhae)"
16101193,,,"Y","Y",,,,,"Standard Club P&I",,"17-May-2021",1,"1 x PBCF - Propeller Boss Cap Fin - MMG MMG-escap® - 2015 installation year","03-May-2026",270,,60023.75,349.8,"N",,,"Med Shpg Co","Italy","MSC","Italy",,,,,,,,"South Korea","Switzerland",,,"MSC","STX SB (Jinhae)","STX SB (Jinhae)"
16101201,,,"Y","Y",,,,,"Standard Club P&I",,"24-Jan-2022",1,"1 x PBCF - Propeller Boss Cap Fin - MMG MMG-escap® - 2016 installation year","25-Oct-2026",270,,60023.75,349.8,"N",,,"Med Shpg Co","Italy","MSC","Italy",,,,,,,,"South Korea","Switzerland",,,"MSC","STX SB (Jinhae)","STX SB (Jinhae)"
16101214,,,"Y","Y",,,,,"North of England P&I",,"14-Dec-2016",1,"1 x PBCF - Propeller Boss Cap Fin - MMG MMG-escap® - 2016 installation year","12-May-2022",270,,60023.75,349.8,"N",,,"Med Shpg Co","Italy","MSC","Italy",,,,,,,,"South Korea","Switzerland",,,"MSC","STX SB (Jinhae)","STX SB (Jinhae)"
16101227,,,"Y","Y",,,,,"West of England P&I",,"26-Feb-2017",1,"1 x PBCF - Propeller Boss Cap Fin - MMG MMG-escap® - 2016 installation year","15-May-2022",270,,60023.75,349.8,"N",,,"Med Shpg Co","Italy","MSC","Italy",,,,,,,,"South Korea","Switzerland",,,"MSC","STX SB (Jinhae)","STX SB (Jinhae)"
16101230,,,"Y","Y",,,,,"North of England P&I",,"01-Oct-2017",1,"1 x PBCF - Propeller Boss Cap Fin - MMG MMG-escap® - 2016 installation year","11-Nov-2022",270,,60023.75,350,"N",,,"Med Shpg Co","Italy","MSC","Italy",,,,,,,,"South Korea","Switzerland",,,"MSC","STX SB (Jinhae)","STX SB (Jinhae)"
16101643,,,,,,"NYSE",,,"Skuld",,"15-Apr-2020",,,"26-May-2025",113.8,,23642.76,212,"N",,,"Danaos Shipping","Greece","A.P. Moller","Denmark",,,,,,,,"South Korea","Denmark",2425,,"Danaos Shipping","HHIC (Yeongdo)","HHIC (Yeongdo)"
16101656,,,,,,"NYSE",,,"Skuld",,"23-Jun-2020",,,"05-Jul-2025",113.8,,23642.76,212,"N",,,"Danaos Shipping","Greece","CMA CGM","France",,,,,,,,"South Korea","France",2425,,"Danaos Shipping","HHIC (Yeongdo)","HHIC (Yeongdo)"
16101669,,,,,,"NYSE",,,"Skuld",,"24-Sep-2020",,,"10-Oct-2025",113.8,,23642.76,212,"N",,,"Danaos Shipping","Greece","CMA CGM","France",,,,,,,,"South Korea","France",2425,,"Danaos Shipping","HHIC (Yeongdo)","HHIC (Yeongdo)"
16101672,,,,,,"NYSE",,,"Skuld",,"14-Dec-2020",,,"25-Jan-2026",113.8,,23642.76,212,"N",,,"Danaos Shipping","Greece","China COSCO Shipping","China P.R.",,,,,,,,"South Korea","China P.R.",2425,,"Danaos Shipping","HHIC (Yeongdo)","HHIC (Yeongdo)"
16101685,,,,,,"NYSE",,,"Skuld",,"03-Feb-2021",,,"14-Apr-2026",113.8,,23642.76,212,"N",,,"Danaos Shipping","Greece","China COSCO Shipping","China P.R.",,,,,,,,"South Korea","China P.R.",2425,,"Danaos Shipping","HHIC (Yeongdo)","HHIC (Yeongdo)"
16102624,,"Y","Y",,,,,,"Standard Club P&I",,"28-Mar-2021",1,"1 x Exhaust Gas Economiser - Aalborg Mission™ XS","23-Jan-2026",262,,60071.23,350,"N",,,"CPO Container","Germany","CMA CGM","France",,,,,,,,"South Korea","France",9100,,"Reederei C-P Offen","Samsung HI","Samsung HI"
16102679,,"Y","Y",,,,,,"Standard Club P&I",,"29-Dec-2021",1,"1 x Exhaust Gas Economiser - Aalborg Mission™ XS","03-Nov-2026",262,,60071.23,350,"N",,,"CPO Container","Germany","CMA CGM","France",,,,,,,,"South Korea","France",9100,,"Reederei C-P Offen","Samsung HI","Samsung HI"
16103726,,,,,,,,,"Britannia P&I",,"07-Mar-2021",,,"23-Feb-2026",38,,9951.67,138.5,"N",,,"Kotoku Kaiun KK","Japan","Taicang Container","China P.R.",,,,,,,,"Japan","China P.R.",700,,"Kotoku Kaiun KK","Murakami Hide","Murakami Hide"
16103739,,,,,,"Thailand",,,"Gard P&I",,"14-Oct-2018",,,"16-Oct-2023",23,,9951.67,138.5,"N",,,"RCL","Thailand","China Merchants","China P.R.",,,,,,,,"Japan","China P.R.",700,,"RCL","Murakami Hide","Murakami Hide"
16104286,,,,,,"Tokyo",,,"Gard P&I",,"22-Dec-2021",,,"06-Jan-2027",80,,19686.24,188,"Y",,,"K-Line","Japan","ONE","Japan",,,,,,,,"Japan","Singapore",1897,,"K-Line","Naikai Innoshima","Naikai Zosen Corp"
16104299,,,,,,,,,"Japan P&I",,"27-Aug-2019",,,"26-Aug-2024",80,,19686.24,188,"Y",,,"Korea Marinecraft","South Korea","ONE","Japan",,,,,,,,"Japan","Singapore",1897,,"Korea Marinecraft","Naikai Innoshima","Naikai Zosen Corp"
16104307,,,,,,,,,"Gard P&I",,"26-Mar-2018",,,"25-Mar-2023",84.7,,19686.24,188,"Y",,,"Temm Maritime","Japan","ONE","Japan",,,,,,,,"Japan","Singapore",1897,,"Temm Maritime","Naikai Innoshima","Naikai Zosen Corp"
16104802,,,,,,"Oslo",,,"UK P&I Club",,"20-Jan-2019",,,"20-Jan-2024",45,,14342.93,169.3,"N",,,"Wilhelmsen Ahrenkiel","Germany","CMA CGM","France",,,,,,,,"China P.R.","France",1100,,"Wilhelmsen Ahrenkiel","Zhejiang Ouhua SB","Zhejiang Ouhua SB"
16104815,,,,,,,,,"Steamship Mutual P&I",,"28-Jun-2019",,,"31-Jul-2024",45,,14342.93,169.3,"N",,,"Marlow Navigation","Cyprus","Samudera Indonesia","Indonesia",,,,,,,,"China P.R.","Singapore",1100,,"Marlow Navigation","Zhejiang Ouhua SB","Zhejiang Ouhua SB"
16104828,,,,,,"Oslo",,,"UK P&I Club",,"28-Sep-2019",,,"10-Aug-2024",45,,14342.93,169.3,"N",,,"Wilhelmsen Ahrenkiel","Germany","China COSCO Shipping","China P.R.",,,,,,,,"China P.R.","China P.R.",1100,,"Wilhelmsen Ahrenkiel","Zhejiang Ouhua SB","Zhejiang Ouhua SB"
16104831,,,,,,,,,"Standard Club P&I",,"05-Nov-2019",,,"23-Oct-2024",45,,14342.93,169.3,"N",,,"Marlow India","India","MSC","Italy",,,,,,,,"China P.R.","Switzerland",1100,,"Marlow India","Zhejiang Ouhua SB","Zhejiang Ouhua SB"
16104844,,,,,,,,,"UK P&I Club",,"15-Feb-2017",,,"15-May-2022",45,,14342.93,169.3,"N",,,"Wilhelmsen Ahrenkiel","Germany","MSC","Italy",,,,,,,,"China P.R.","Switzerland",1100,,"Wilhelmsen Ahrenkiel","Zhejiang Ouhua SB","Zhejiang Ouhua SB"
16105520,,,"Y",,,,,,"Gard P&I",,"05-Jun-2017",,,"04-Jun-2022",226,,47335.65,315,"N",,,"Seaspan Ship Mngt","Canada","ONE","Japan",,,,,,,,"Japan","Singapore",,,"Atlas Corp (Seaspan)","I.H.I. (Kure)","I.H.I. (Kure)"
16105533,,,"Y",,,"Tokyo",,,"UK P&I Club",,"05-Oct-2020",,,"23-Sep-2025",226,,47335.65,315,"N",,,"NYK Shipmngt. Pte.","Singapore","ONE","Japan",,,,,,,,"Japan","Singapore",,,"Nippon Yusen Kaisha","I.H.I. (Kure)","I.H.I. (Kure)"
16105546,,,"Y",,,"Tokyo",,,"UK P&I Club",,"03-May-2021",,,"27-Feb-2026",226,,47335.65,315,"N",,,"Columbia Shipmgmt","Cyprus","ONE","Japan",,,,,,,,"Japan","Singapore",,,"Schoeller Holdings","I.H.I. (Kure)","I.H.I. (Kure)"
16105746,,,,,,,9050,8386,"Skuld",43.2,"31-Jul-2017",,,"30-Jul-2022",37,,9958.45,129,"N",,,"Contships Management","Greece","CMA CGM","France",,,,,,,,"China P.R.","France",621,,"Contships Management","Zhejiang Ouhua SB","Zhejiang Ouhua SB"
16105759,,,,,,,9050,8386,"Skuld",43.2,"22-Apr-2021",,,"14-Dec-2022",37,,9958.45,129,"N",,,"BF Shipmanagement","Germany","Wan Hai Lines","Taiwan",,,,,,,,"China P.R.","Japan",621,,"Foroohari Schiff","Zhejiang Ouhua SB","Zhejiang Ouhua SB"
16105762,,,,,,,9050,8386,"Skuld",43.2,"07-May-2018",,,"24-Apr-2023",25.5,,9958.45,129,"N",,,"Midocean IOM","Isle of Man","Admiral Container","Malta",,,,,,,,"China P.R.","Malta",621,,"Midocean IOM","Zhejiang Ouhua SB","Zhejiang Ouhua SB"
16105775,,,,,,,9050,8386,"Skuld",43.2,"29-Apr-2021",,,"10-Feb-2023",37,,9958.45,129,"N",,,"BF Shipmanagement","Germany","CMA CGM","France",,,,,,,,"China P.R.","France",621,,"Foroohari Schiff","Zhejiang Ouhua SB","Zhejiang Ouhua SB"
16105788,,,,,,,9050,8386,"Skuld",43.2,"04-Oct-2018",,,"13-Nov-2023",37,,9958.45,129,"N",,,"Midocean IOM","Isle of Man","Admiral Container","Malta",,,,,,,,"China P.R.","Malta",621,,"Midocean IOM","Zhejiang Ouhua SB","Zhejiang Ouhua SB"
16105791,,,,,,,9050,8386,"Skuld",43.2,"01-Apr-2021",,,"10-May-2024",30,,9958.45,129,"N",,,"BF Shipmanagement","Germany","Taicang Container","China P.R.",,,,,,,,"China P.R.","China P.R.",621,,"Foroohari Schiff","Zhejiang Ouhua SB","Zhejiang Ouhua SB"
16106330,,,,,,,,,"Gard P&I",,"08-Aug-2020",,,"24-May-2025",60.4,,16524.02,167,"Y",,,"Songa Shipmanagement","United Kingdom","Hapag-Lloyd","Germany",,,,,,,,"China P.R.","Germany",1312,,"Arne Blystad AS","Taizhou Kouan SB","Taizhou Kouan SB"
16106985,,,"Y",,,,,,"Skuld",,"28-Jan-2022",1,"1 x PBCF - Propeller Boss Cap Fin - MMG MMG-escap® - 2016 installation year","17-Apr-2027",261.4,,60525.91,350,"N",,,"Seaspan Ship Mngt","Canada","China COSCO Shipping","China P.R.",,,,,,,,"South Korea","China P.R.",8900,,"Atlas Corp (Seaspan)","Hyundai Samho HI","Hyundai HI Group"
16106998,,,"Y",,,,,,"North of England P&I",,"25-May-2021",1,"1 x PBCF - Propeller Boss Cap Fin - MMG MMG-escap® - 2016 installation year","09-Jun-2026",261.4,,60525.91,350,"N",,,"Seaspan Ship Mngt","Canada","China COSCO Shipping","China P.R.",,,,,,,,"South Korea","China P.R.",8900,,"Atlas Corp (Seaspan)","Hyundai HI (Ulsan)","Hyundai HI Group"
16107003,,,"Y",,,,,,"Gard P&I",,"04-Aug-2021",1,"1 x PBCF - Propeller Boss Cap Fin - MMG MMG-escap® - 2016 installation year","18-Aug-2026",261.4,,60525.91,350,"N",,,"Seaspan Ship Mngt","Canada","China COSCO Shipping","China P.R.",,,,,,,,"South Korea","China P.R.",8900,,"Atlas Corp (Seaspan)","Hyundai Samho HI","Hyundai HI Group"
16107016,,,"Y",,,,,,"Gard P&I",,"22-Feb-2022",1,"1 x PBCF - Propeller Boss Cap Fin - MMG MMG-escap® - 2016 installation year","26-Apr-2027",261.4,,60525.91,350,"N",,,"Seaspan Ship Mngt","Canada","China COSCO Shipping","China P.R.",,,,,,,,"South Korea","China P.R.",8900,,"Atlas Corp (Seaspan)","Hyundai HI (Ulsan)","Hyundai HI Group"
16107029,,,"Y",,,,,,"North of England P&I",,"07-Mar-2017",1,"1 x PBCF - Propeller Boss Cap Fin - MMG MMG-escap® - 2016 installation year","06-Jun-2022",261.4,,60525.91,350,"N",,,"Seaspan Ship Mngt","Canada","China COSCO Shipping","China P.R.",,,,,,,,"South Korea","China P.R.",8900,,"Atlas Corp (Seaspan)","Hyundai Samho HI","Hyundai HI Group"
16107032,,,"Y",,,,,,"Gard P&I",,"21-Jun-2021",1,"1 x PBCF - Propeller Boss Cap Fin - MMG MMG-escap® - 2016 installation year","09-Aug-2026",261.4,,60525.91,350,"N",,,"Seaspan Ship Mngt","Canada","China COSCO Shipping","China P.R.",,,,,,,,"South Korea","China P.R.",8900,,"Atlas Corp (Seaspan)","Hyundai HI (Ulsan)","Hyundai HI Group"
16107045,,,"Y",,,,,,"Gard P&I",,"30-Jan-2022",1,"1 x PBCF - Propeller Boss Cap Fin - MMG MMG-escap® - 2016 installation year","13-Mar-2027",261.4,,60525.91,350,"N",,,"Seaspan Ship Mngt","Canada","China COSCO Shipping","China P.R.",,,,,,,,"South Korea","China P.R.",8900,,"Atlas Corp (Seaspan)","Hyundai HI (Ulsan)","Hyundai HI Group"
16107058,,,"Y",,,,,,"Gard P&I",,"21-Jun-2021",1,"1 x PBCF - Propeller Boss Cap Fin - MMG MMG-escap® - 2015 installation year","28-Jun-2026",261.4,,60525.91,350,"N",,,"Seaspan Ship Mngt","Canada","China COSCO Shipping","China P.R.",,,,,,,,"South Korea","China P.R.",8900,,"Atlas Corp (Seaspan)","Hyundai HI (Ulsan)","Hyundai HI Group"
16107061,,,,,,,,,"Britannia P&I",,"05-Jan-2022",,,"24-Jul-2026",88,,18754.14,196.9,"Y",,,"Goldenport Shipmgmt","Greece","Seaboard Marine","United States",,,,,,,,"China P.R.","United States",1885,,"Goldenport Shipmgmt","Jiangsu Yangzijiang","Yangzijiang Holdings"
16107595,,,,"Y",,,,,"The Swedish Club P&I",,"28-Feb-2020",,,"10-Mar-2025",65.44,,16961.82,178,"N",,,"Hartmann Dry Cargo","Germany","China COSCO Shipping","China P.R.",,,,,,,,"South Korea","China P.R.",1388,,"Hartmann Dry Cargo","Hyundai Mipo","Hyundai HI Group"
16107603,,,,"Y",,,,,"The Swedish Club P&I",,"23-May-2020",,,"11-Mar-2025",77,,16961.82,178,"N",,,"Hartmann Dry Cargo","Germany","DP World","U.A.E.",,,,,,,,"South Korea","Singapore",1388,,"Hartmann Dry Cargo","Hyundai Mipo","Hyundai HI Group"
16107861,,,"Y","Y",,"NYSE",,,"The Swedish Club P&I",,"13-Jan-2022",,,"15-Feb-2027",274.9,,60693.25,350,"N",,,"Danaos Shipping","Greece","HMM","South Korea",,,,,,,,"South Korea","South Korea",8950,,"Danaos Shipping","Hyundai Samho HI","Hyundai HI Group"
16107874,,,"Y","Y",,"NYSE",,,"Skuld",,"03-Mar-2017",,,"07-Jun-2022",274.9,,60510.53,350,"N",,,"Danaos Shipping","Greece","HMM","South Korea",,,,,,,,"South Korea","South Korea",8950,,"Danaos Shipping","Hyundai Samho HI","Hyundai HI Group"
16107887,,,"Y","Y",,"NYSE",,,"The Swedish Club P&I",,"28-Mar-2017",,,"02-May-2022",274.9,,60510.53,350,"N",,,"Danaos Shipping","Greece","HMM","South Korea",,,,,,,,"South Korea","South Korea",8950,,"Danaos Shipping","Hyundai Samho HI","Hyundai HI Group"
16107890,,,"Y","Y",,"NYSE",,,"The Swedish Club P&I",,"24-May-2017",,,"07-Jun-2022",274.9,,60280.74,350,"N",,,"Danaos Shipping","Greece","HMM","South Korea",,,,,,,,"South Korea","South Korea",8950,,"Danaos Shipping","Hyundai Samho HI","Hyundai HI Group"
16107908,,,"Y","Y",,"NYSE",,,"The Swedish Club P&I",,"14-Jun-2017",,,"29-Jun-2022",274.9,,60280.74,350,"N",,,"Danaos Shipping","Greece","HMM","South Korea",,,,,,,,"South Korea","South Korea",8950,,"Danaos Shipping","Hyundai Samho HI","Hyundai HI Group"
16107911,,,"Y",,,"NYSE",,,"Skuld",,"31-Jan-2017",,,"20-Mar-2022",248.2,,44927.63,320,"N",,,"Danaos Shipping","Greece","CMA CGM","France",,,,,,,,"China P.R.","France",6230,,"Danaos Shipping","Jiangnan Changxing","CSSC"
16109065,,,,,,,,,"The Swedish Club P&I",,"22-Jul-2021",,,"21-Aug-2026",36.5,,11614.03,148.5,"N",,,"TB Marine Shpmngt","Germany","JSV Logistic","Spain",,,,,,,,"China P.R.","Spain",730,,"TB Marine Shpmngt","Nanjing Yichun","Jiangsu Yichun Grp"
16109078,,,,,,,,,"The Swedish Club P&I",,"22-Nov-2017",,,"22-Nov-2022",36.5,,11614.03,148.5,"N",,,"TB Marine Shpmngt","Germany","DP World","U.A.E.",,,,,,,,"China P.R.","Denmark",730,,"TB Marine Shpmngt","Nanjing Yichun","Jiangsu Yichun Grp"
16109360,,,,,,,,,"The London P&I Club",,"05-Nov-2019",,,"24-Jan-2025",142.8,,28913.73,247,"N",,,"V. Ships (Germany)","Germany","A.P. Moller","Denmark",,,,,,,,"South Korea","Denmark",2850,,"V. Group","Daewoo (DSME)","Daewoo (DSME)"
16109373,,,,,,,,,"The London P&I Club",,"18-Mar-2020",,,"27-Apr-2025",142.8,,28913.73,247,"N",,,"V. Ships (Germany)","Germany","CMA CGM","France",,,,,,,,"South Korea","France",2850,,"V. Group","Daewoo (DSME)","Daewoo (DSME)"
16109399,,,,,,,36082,,"Britannia P&I",,"19-Jul-2020",,,"08-Jul-2025",133.4,,25666.70,244.8,"N",,,"Maersk","Denmark","A.P. Moller","Denmark",,,,,,,,"South Korea","Denmark",2800,,"A.P. Moller","Samsung HI","Samsung HI"
16110940,,,,,,,,,"Skuld",,"04-Sep-2017",,,"17-Sep-2022",26.6,,7681.11,123.4,"N",,,"Zhejiang Yong Yue","China P.R.","Zhejiang Yong Yue","China P.R.",,,,,,,,"China P.R.","China P.R.",378,,"Zhejiang Yong Yue","Zhoushan Longtai","Zhoushan Longtai"
16110953,,,,,,,,,,,,,,,18.7,,7990.98,123.4,"N",,,"Zhejiang Yong Yue","China P.R.","Zhejiang Yong Yue","China P.R.",,,,,,,,"China P.R.","China P.R.",378,,"Zhejiang Yong Yue","Zhejiang Yunhai SY","Zhejiang Yunhai SY"
16112207,,,"Y",,,"Tokyo",,,"Japan P&I",,"05-Sep-2020",,,"02-Sep-2025",215,,40464.39,288,"N",,,"MOL Ship Mngt SG","Singapore","ONE","Japan",,,,,,,,"Japan","Singapore",,,"Mitsui OSK Lines","MHI Kobe","Mitsubishi HI"
16112210,,,"Y",,,"Tokyo",,,"Japan P&I",,"04-Jun-2021",,,"08-May-2026",215,,40464.39,288,"N",,,"MOL Ship Mngt SG","Singapore","ONE","Japan",,,,,,,,"Japan","Singapore",,,"Mitsui OSK Lines","MHI Kobe","Mitsubishi HI"
16112236,,,"Y",,,"Tokyo",,,"Japan P&I",,"10-Apr-2021",,,"09-Mar-2026",215,,40464.39,288,"N",,,"MOL Ship Mngt SG","Singapore","ONE","Japan",,,,,,,,"Japan","Singapore",,,"Mitsui OSK Lines","MHI Kobe","Mitsubishi HI"
16112249,,,"Y",,,"Tokyo",,,"Japan P&I",,"18-Mar-2021",,,"14-Apr-2026",215,,40464.39,288,"N",,,"MOL Ship Mngt SG","Singapore","ONE","Japan",,,,,,,,"Japan","Singapore",,,"Mitsui OSK Lines","MHI Nagasaki","Mitsubishi HI"
16112252,,,"Y",,,"Tokyo",,,"Japan P&I",,"23-Feb-2021",,,"22-Feb-2026",215,,40464.39,288,"N",,,"MOL Ship Mngt SG","Singapore","ONE","Japan",,,,,,,,"Japan","Singapore",,,"Mitsui OSK Lines","MHI Nagasaki","Mitsubishi HI"
16113259,,,"Y",,,,,,"Steamship Mutual P&I",,"09-Apr-2021",1,"1 x Exhaust Gas Economiser - Aalborg Mission™ XS","28-Apr-2026",260,,44949.33,320.06,"N",,,"OOCL","Hong Kong","China COSCO Shipping","China P.R.",,,,,,,,"China P.R.","Hong Kong",,,"China COSCO Shipping","Hudong Zhonghua","CSSC"
16113262,,,"Y",,,,,,"North of England P&I",,"08-Sep-2021",1,"1 x Exhaust Gas Economiser - Aalborg Mission™ XS","17-Jul-2026",260,,44949.33,320.06,"N",,,"OOCL","Hong Kong","China COSCO Shipping","China P.R.",,,,,,,,"China P.R.","Hong Kong",,,"China COSCO Shipping","Hudong Zhonghua","CSSC"
16113275,,,"Y",,,,,,"Steamship Mutual P&I",,"03-Jan-2018",1,"1 x Exhaust Gas Economiser - Aalborg Mission™ XS","15-Jan-2023",260,,44679.89,320.06,"N",,,"OOCL","Hong Kong","China COSCO Shipping","China P.R.",,,,,,,,"China P.R.","Hong Kong",,,"China COSCO Shipping","Hudong Zhonghua","CSSC"
16113288,,,"Y",,,,,,"North of England P&I",,"21-Jul-2019",1,"1 x Exhaust Gas Economiser - Aalborg Mission™ XS","21-Jul-2024",260,,44927.96,320.06,"N",,,"OOCL","Hong Kong","China COSCO Shipping","China P.R.",,,,,,,,"China P.R.","Hong Kong",,,"China COSCO Shipping","Hudong Zhonghua","CSSC"
16115532,,,"Y",,,,,,"The Swedish Club P&I",,"14-Sep-2017",,,"22-Nov-2022",235,,38461.95,276.75,"N",,,"TS Lines","Taiwan","TS Lines","Taiwan",,,,,,,,"Japan","Taiwan",4494,,"TS Lines","Koyo Dock","Koyo Dock"
16115574,,,"Y",,,,,,"Standard Club P&I",,"10-Jul-2021",2,"1 x PBCF - Propeller Boss Cap Fin - MMG MMG-escap® - 2016 installation year, 1 x Exhaust Gas Economiser - Aalborg Mission™ XS","09-Jun-2026",150,,34431.83,257.4,"N",,,"CPO Container","Germany","MSC","Italy",,,,,,,,"Romania","Switzerland",4390,,"Reederei C-P Offen","Daewoo-Mangalia","Daewoo-Mangalia"
16115587,,,"Y",,,,,,"Standard Club P&I",,"27-Jan-2022",2,"1 x PBCF - Propeller Boss Cap Fin - MMG MMG-escap® - 2016 installation year, 1 x Exhaust Gas Economiser - Aalborg Mission™ XS","15-Sep-2026",150,,34431.83,257.4,"N",,,"CPO Container","Germany","MSC","Italy",,,,,,,,"Romania","Switzerland",4390,,"Reederei C-P Offen","Daewoo-Mangalia","Daewoo-Mangalia"
16115590,,,"Y",,,,,,"Standard Club P&I",,"12-Nov-2021",2,"PBCF - Propeller Boss Cap Fin - MMG MMG-escap® - 2016 installation year, 1 x Exhaust Gas Economiser - Aalborg Mission™ XS","30-Oct-2026",150,,34431.83,257.4,"N",,,"CPO Container","Germany","MSC","Italy",,,,,,,,"Romania","Switzerland",4390,,"Reederei C-P Offen","Daewoo-Mangalia","Daewoo-Mangalia"
16115608,,,"Y",,,,,,"Standard Club P&I",,"30-Aug-2016",2,"1 x PBCF - Propeller Boss Cap Fin - MMG MMG-escap® - 2016 installation year, 1 x Exhaust Gas Economiser - Aalborg Mission™ XS","20-May-2022",150,,34431.83,257.4,"N",,,"CPO Container","Germany","MSC","Italy",,,,,,,,"Romania","Switzerland",4390,,"Reederei C-P Offen","Daewoo-Mangalia","Daewoo-Mangalia"
