"Listing"

"WFR Listing"
"Created 09 March 2022 20:11"


"CVN","IMO Number","MMSI (Maritime Mobile Service Identity)","Type at Sale","Name at Sale","Dwt","Built","Builder","En. Bloc.","En. Bloc. No.","Sale Date","Currency","Price (Sale)","Buyers","Buyer Country/Region","Sellers","Seller Country/Region","Old Type","Demo Location","Year Rebuilt Convert","LDT","Demo $/LDT","Contract Date","Demo Date","Price (NB)","Currency (NB)","TEU","Sale Teu Total Cap","Capacity (cu m)","Sale Dwt Tonnes","Sale Gt","Vessel Age At Sale"
15696575,9318060,636018102,"Container","Parsifal",101505,2006,"Hyundai Samho HI",,,"10-Jun-2019","USD",25,"Clients of Danaos Shipping","Greece","SinOceanic Shipping","China P.R.",,,,,,"03-Mar-2004",,,,8269,8200,,101505,91649,13
16208522,9622019,563130100,"Container","Hammonia America*",56620,2014,"Zhejiang Ouhua SB","#",5857.03,"10-Jun-2019",,,"Clients of Sea Consortium","Singapore","Hammonia Reederei","Germany",,,,,,"31-Jan-2011",,,,4896,4896,,56620,47873,5
16209187,9623843,636019507,"Container","Hammonia Virginia*",55944,2014,"Zhejiang Ouhua SB",,5857.01,"10-Jun-2019","USD",79,"Clients of Sea Consortium","Singapore","Hammonia Reederei","Germany",,,,19792,,"04-Mar-2011",,58,"$m",5018,5018,,55944,47911,4
16208519,9622007,,"Container","Hammonia Sapphire*",56592,2014,"Zhejiang Ouhua SB","#",5857.02,"10-Jun-2019",,,"Clients of Sea Consortium","Singapore","Hammonia Reederei","Germany",,,,,,"31-Jan-2011",,,,4896,4896,,56592,47873,5
16095788,9477610,636019434,"Container","Balthasar Schulte",49856,2012,"Jiangsu New YZJ",,,"10-Jun-2019","USD",10.9,"Clients of Borealis Maritime","United Kingdom","Thomas Schulte","Germany",,,,,,"12-Jul-2007",,,,4249,4250,,49856,40542,7
16377008,,413358310,"Container","Zhong Liang Tai Cang",10900,2006,"Xinshun Shipyard",,,"06-Jun-2019","RMB",16.73,"Clients of Fangchenggang Zhongxing","China P.R.","Taicang Sinowell","China P.R.",,,,3963,,"01-Jan-2004",,,,648,648,,10900,8068,13
15774811,9324954,255806271,"Container","BC Hamburg",13760,2006,"CSC Jinling Shipyard",,,"05-Jun-2019","USD",4,"Clients of Jens & Waller","Germany","Buss Shipping","Germany",,,,,,"18-Jun-2004",,19,"$m",1118,1118,,13760,9957,12
16060649,9430090,210296000,"Container","Undarum",8200,2009,"Zhejiang Yangfan",,,"26-May-2019",,,"Clients of World Direct Shipping","United States","Reederei O. Marten","Germany",,,,,,"01-Jan-2006",,,,704,704,,8200,7170,9
15581859,9303766,636093027,"Container","Adelheid-S.",44053,2006,"HHIC (Yeongdo)",,,"20-May-2019","USD",6,"Clients of Nordic Hamburg","Germany","Schepers Reederei","Germany",,,,12931,,"02-Oct-2003",,,,3398,3380,,44053,35581,12
13274681,9246322,373961000,"Container","Puccini",34418,2003,"SSW Fahr",,,"15-May-2019","USD",7.1,"Clients of Marshal Shipping","U.A.E.","Borealis Maritime","United Kingdom",,,,,,"31-Jan-2001",,,,2490,2496,,34418,27322,16
15483999,9287699,273452980,"Container","India",8700,2003,"J. J. Sietas",,,"15-May-2019",,,"Clients of FESCO","Russia","BBC Burger","Germany",,,,,,"01-Mar-2003",,,,822,822,,8700,7520,15
15365257,9285689,636019536,"Container","E.R. Santa Barbara*",93728,2004,"Hyundai HI (Ulsan)",,5846.01,"13-May-2019","USD",15,"Clients of Global Ship Lease","United Kingdom","Zeaborn Ship Mgmt","Germany",,,,,,"18-Dec-2002",,,,7849,7849,,93728,83133,14
15365123,9285653,636019493,"Container","E.R. Montecito*",93643,2004,"Hyundai HI (Ulsan)",,5846.02,"13-May-2019","USD",15,"Clients of Global Ship Lease","United Kingdom","Zeaborn Ship Mgmt","Germany",,,,,,"18-Dec-2002",,,,7849,7849,,93643,83133,14
15365099,9285677,636019342,"Container","MSC Ningbo*",93572,2004,"Hyundai HI (Ulsan)",,5846.03,"13-May-2019","USD",18.5,"Clients of Global Ship Lease","United Kingdom","Zeaborn Ship Mgmt","Germany",,,,,,"18-Dec-2002",,,,7849,7849,,93572,83133,14
16043905,9374117,255806253,"Container","Max Centaur",13760,2007,"CSC Jinling Shipyard",,,"09-May-2019","USD",5.7,"Clients of Jens & Waller","Germany","Vroon BV","Netherlands",,,,,,"01-Jan-2004",,,,1118,1118,,13760,9957,11
16107874,9475674,636015516,"Container","Hyundai Respect*",141550,2012,"Hyundai Samho HI","#",5835.02,"02-May-2019",,,"Clients of EnTrust Global","United States","Danaos Shipping","Greece",,,,30000,,"17-Sep-2007",,,,13100,13100,,141550,141770,7
16107861,9473731,636015514,"Container","Hyundai Honour*",141550,2012,"Hyundai Samho HI",,5835.01,"02-May-2019","USD",150,"Clients of EnTrust Global","United States","Danaos Shipping","Greece",,,,30000,,"17-Sep-2007",,,,13100,13100,,141550,142400,7
15433657,9293454,371208000,"Container","Vecchio Bridge",65038,2005,"Hyundai HI (Ulsan)",,,"01-May-2019",,,"Clients of Arka Global Marine","U.A.E.","K-Line","Japan",,"Pakistan",,21500,,"14-May-2003","19-Jun-2020",,,4738,4738,,65038,54519,13
16051397,9409027,441403000,"Container","Ambassador Bridge",51314,2009,"Hyundai HI (Ulsan)",,,"25-Apr-2019","USD",9,"Clients of Borealis Maritime","United Kingdom","K-Line","Japan",,,,,,"18-Aug-2006",,,,4228,4228,,51314,40839,9
15433523,9293442,636020334,"Container","Venice Bridge*",65038,2005,"Hyundai HI (Ulsan)",,5830.03,"23-Apr-2019","USD",9,"Clients of Sinokor","South Korea","Doun Kisen","Japan",,,,,,"14-May-2003",,,,4738,4738,,65038,54519,13
16095975,9463310,538008542,"Container","Brussels Bridge",52452,2011,"Hyundai HI (Ulsan)",,,"23-Apr-2019","USD",11.45,"Clients of Sinokor","South Korea","Osaka Asahi Kaiun","Japan",,,,,,"13-Jul-2007",,,,4432,4432,,52452,44234,7
16095959,9463281,538008564,"Container","Baltimore Bridge*",52055,2010,"Hyundai HI (Ulsan)",,5830.01,"23-Apr-2019","USD",10,"Clients of Sinokor","South Korea","Doun Kisen","Japan",,,,,,"13-Jul-2007",,,,4432,4432,,52055,44459,8
16051418,9409041,538008563,"Container","Astoria Bridge*",51314,2009,"Hyundai HI (Ulsan)",,5830.02,"23-Apr-2019","USD",9,"Clients of Sinokor","South Korea","Doun Kisen","Japan",,,,,,"18-Aug-2006",,,,4228,4228,,51314,40839,9
15775605,9316103,277562000,"Container","Hanse Fortune",13760,2006,"CSC Jinling Shipyard",,,"16-Apr-2019","USD",4.5,"Clients of Limarko Shipping","Lithuania","Johs. Thode GmbH","Germany",,,,,,"01-Jan-2004",,,,1118,1118,,13760,9966,13
80426259,9503691,574001630,"Container","VNL Ruby",25793,2012,"Ha Long Shipbuilding",,,"12-Apr-2019","USD",4.8,"Clients of Hai An Transport","Vietnam","Vinalines","Vietnam",,,,,,"29-May-2008",,,,1794,1807,,25793,20887,6
16023644,9372872,636019304,"Container","Quadriga*",42250,2008,"TKMS Nordseewerke",,5819.02,"09-Apr-2019","USD",8.5,"Clients of MPC Container Ships","Germany","Martime Gesellschaft","Germany",,,,,,"30-Sep-2005",,,,3426,3426,,42250,36087,10
16023631,9372860,636091619,"Container","Primavera*",42250,2008,"TKMS Nordseewerke",,5819.01,"09-Apr-2019","USD",8.5,"Clients of MPC Container Ships","Germany","Martime Gesellschaft","Germany",,,,,,"30-Sep-2005",,,,3426,3426,,42250,36087,10
14921919,9262704,209716000,"Container","NYK Aquarius*",81171,2003,"I.H.I. (Kure)",,5820.02,"09-Apr-2019","USD",15,"Clients of Cyprus Sea Lines","Greece","Kaisho Shipping Co","Japan",,,,,,"14-May-2001",,,,6492,6492,,81171,75484,15
13258481,9247766,209615000,"Container","NYK Athena*",80270,2003,"I.H.I. (Kure)",,5820.01,"09-Apr-2019","USD",15,"Clients of Cyprus Maritime","Greece","Kaisho Shipping Co","Japan",,,,,,"14-Jun-2000",,,,6492,6492,,80270,76199,15
15483449,9304734,636020455,"Container","Saint Nikolaos",34444,2004,"Howaldtswerke Werft",,,"09-Apr-2019","USD",6.9,"Clients of E.R. Schiffahrt","Germany","Transman Shipping","Greece",,,,,,"09-Oct-2003",,,,2490,2490,,34444,27059,14
15989367,9349629,,"Container","Ital Moderna*",53592,2008,"Hyundai Mipo",,5815.01,"03-Apr-2019","USD",8.8,"Clients of Borealis Maritime","United Kingdom","Uni-Asia Holding","Hong Kong",,,,,,"04-Mar-2005",,68,"$m",4363,4363,,53592,42020,10
15989233,9349617,636019366,"Container","Ital Milione*",53641,2008,"Hyundai Mipo",,5815.02,"03-Apr-2019","USD",8.8,"Clients of Borealis Maritime","United Kingdom","Uni-Asia Holding","Hong Kong",,,,,,"04-Mar-2005",,68,"$m",4363,4363,,53641,42020,10
15765343,9299331,574004280,"Container","Eastern Express",12473,2004,"Dae Sun Shipbuilding",,,"28-Mar-2019",,,"Southeast Asian interests","Vietnam","Pan Continental Shpg","South Korea",,,,3957,,"01-Jul-2003",,,,840,840,,12473,8813,14
13276843,9236341,533170578,"Container","Perth Bridge",17946,2000,"Iwagi Zosen",,,"20-Mar-2019","USD",4.1,"Clients of Harbour Link","Malaysia","Van Yu Trading","Hong Kong",,,,,,"01-Oct-1999",,,,1025,1025,,17946,13245,18
16076640,9372274,209543000,"Container","Thetis D",17850,2009,"J. J. Sietas",,,"15-Mar-2019","EUR",12,"Clients of ICG","Ireland","Reederei Drevin","Germany",,,,,,"08-Mar-2007",,,,1404,1404,,17850,17488,9
16016075,9356804,,"Container","Hanse Endurance*",12400,2008,"Dae Sun Shipbuilding",,5801.01,"12-Mar-2019","USD",7.5,"Clients of SITC","China P.R.","Johs. Thode GmbH","Germany",,,,,,"25-May-2005",,,,1024,1024,,12400,9850,10
16020906,9363962,370354000,"Container","Hanse Energy*",12782,2008,"Dae Sun Shipbuilding",,5801.02,"12-Mar-2019","USD",7.5,"Clients of SITC","China P.R.","Johs. Thode GmbH","Germany",,,,,,"05-Aug-2005",,,,1024,1024,,12782,9610,11
16252417,9770749,636019021,"Container","MSC Bianca",128877,2019,"Jinhai Manufacturing",,,"01-Mar-2019",,,"Clients of MSC","Italy","SinOceanic Shipping","China P.R.",,,,,,"10-May-2013",,,,12119,12119,,128877,112500,0
15994095,9349368,636019256,"Container","Helene S",32878,2006,"Naikai Zosen Setoda",,,"01-Mar-2019","USD",9.5,"Clients of Tanto Intim Line","Indonesia","Schepers, H.","Germany",,,,,,"14-Mar-2005",,,,2450,2450,,32878,27213,12
15633059,9306237,636019221,"Container","Independent Accord*",19500,2007,"Jiangsu Yangzijiang","#",5792.02,"26-Feb-2019",,,"Clients of Contships","Greece","H. Schuldt","Isle of Man",,,,,,"21-Nov-2003",,,,1574,1574,,19500,15182,11
15632849,9306213,636019225,"Container","Independent Concept*",19500,2007,"Jiangsu Yangzijiang",,5792.01,"26-Feb-2019","USD",12,"Clients of Contships","Greece","H. Schuldt","Isle of Man",,,,,,"01-Jul-2003",,,,1574,1574,,19500,15182,11
13258199,9247730,209559000,"Container","NYK Apollo",81171,2002,"I.H.I. (Kure)",,,"26-Feb-2019","USD",13,"Clients of Cyprus Sea Lines","Greece","Kaisho Shipping Co","Japan",,,,,,"14-Jun-2000",,,,6492,6492,,81171,75484,16
16025464,9412608,477401100,"Container","O. M. Autumni",8524,2007,"Zhejiang Yangfan",,,"15-Feb-2019",,,"Clients of Qingdao Pengteng","United States","Reederei O. Marten","Germany",,,,,,"03-Nov-2005",,,,704,704,,8524,7170,11
16252396,9756731,636018106,"Container","MSC Carlotta",120500,2017,"Jinhai Manufacturing",,,"01-Feb-2019",,,"Clients of MSC","Italy","SinOceanic Shipping","China P.R.",,,,,,"10-May-2013",,,,11568,11568,,120500,102492,1
15345891,9288394,370531000,"Container","PL Germany",67009,2003,"Koyo Dock",,,"24-Jan-2019","USD",10,"Undisclosed interests","Hong Kong","Shoei Kisen Kaisha","Japan",,,,,,"01-Mar-2002",,,,5888,5888,,67009,66462,15
13138453,9202481,356012000,"Container","Alidra",19450,2000,"Hanjin HI (Ulsan)",,,"23-Jan-2019","USD",3,"Clients of Victoria Oceanway","Greece","Peter Dohle","Germany",,,,,,"09-Jul-1998",,,,1645,1645,,19450,17167,18
14197145,8709640,,"Container","MSC Mirella",25904,1989,"Uljanik Brod.",,,"16-Jan-2019",,,"Undisclosed interests","Unknown","MSC","Italy",,"India",,11020,,,"22-Feb-2019",,,2058,2058,,25904,22656,32
16219649,9645865,477293900,"Container","CSCL Summer*",121849,2014,"Dalian Shipbuilding","#",5769.02,"10-Jan-2019",,,"Clients of FPG","Japan","COSCO Shipping Dev","China P.R.",,,,,,"28-Oct-2011",,94.28,"$m",10000,10000,,121849,116603,4
16219652,9645877,477117400,"Container","CSCL Winter*",121839,2014,"Dalian Shipbuilding","#",5769.03,"10-Jan-2019",,,"Clients of FPG","Japan","COSCO Shipping Dev","China P.R.",,,,,,"28-Oct-2011",,94.28,"$m",10000,10000,,121839,116603,4
16219665,9645889,477441800,"Container","CSCL Bohai Sea*",121824,2014,"Dalian Shipbuilding","#",5769.04,"10-Jan-2019",,,"Clients of FPG","Japan","COSCO Shipping Dev","China P.R.",,,,,,"28-Oct-2011",,94.28,"$m",10000,10000,,121824,116603,4
16219636,9645853,477257100,"Container","CSCL Spring*",121849,2014,"Dalian Shipbuilding",,5769.01,"10-Jan-2019","USD",267,"Clients of FPG","Japan","COSCO Shipping Dev","China P.R.",,,,,,"28-Oct-2011",,94.28,"$m",10000,10000,,121849,116603,4
16169506,9517422,209504000,"Container","Tammo*",17127,2011,"Jiangsu Yangzijiang",,5767.01,"09-Jan-2019","USD",8.5,"Clients of Contships","Greece","Schepers, H.","Germany",,,,7368,,"01-Aug-2008",,,,1345,1345,,17127,16137,7
16169519,9517434,636019163,"Container","Arian*",17127,2011,"Jiangsu Yangzijiang",,5767.02,"09-Jan-2019","USD",8.5,"Clients of Contships","Greece","Schepers, H.","Germany",,,,7401,,"01-Aug-2008",,,,1345,1345,,17127,16137,7
16186811,9459125,605136720,"Container","Sofrana Surville",12782,2012,"Dae Sun Shipbuilding",,,"08-Jan-2019","USD",12,"Clients of CNAN","Algeria","Cosmoship Management","Greece",,,,,,"01-Jan-2010",,,,1049,1049,,12782,9999,6
13004749,9147227,229442000,"Container","Munich Trader",12919,1999,"Santierul Naval",,,"03-Jan-2019","USD",2,"Chinese interests","China P.R.","Lomar Shipping","Greece",,,,4842,,"22-Apr-1996",,,,1102,1102,,12919,9828,19
12963689,9136228,372023000,"Container","Evolution",13300,1996,"YVC Ysselwerf",,,"02-Jan-2019",,,"Chinese interests","China P.R.","JR Shipping BV","Netherlands",,,,4672,,"20-Oct-1995",,,,1050,1050,,13300,9170,22
16098563,9365843,636019647,"Container","Ibrahim Dede*",26811,2008,"Sedef Gemi (Tuzla)",,5751.02,"18-Dec-2018","USD",9,"German interests","Germany","Kasif Kalkavan Group","Turkey",,,,,,"31-Jan-2005",,,,1878,1878,,26811,21092,9
16098550,9365831,,"Container","Cafer Dede*",26811,2008,"Sedef Gemi (Tuzla)",,5751.01,"18-Dec-2018","USD",9,"Greek interests","Greece","Kasif Kalkavan Group","Turkey",,,,,,"31-Jan-2005",,,,1878,1878,,26811,21092,10
16140705,9491472,244279000,"Container","Amerdijk*",21297,2011,"Shuntian Shungao",,5752.01,"18-Dec-2018","USD",37,"Clients of JR Shipping","Netherlands","Navigia Group","Netherlands",,,,,,"01-Jan-2008",,,,1440,1440,,21297,17368,7
16140721,9491496,244238000,"Container","Aalderdijk*",21297,2011,"Shuntian Shungao","#",5752.03,"18-Dec-2018",,,"Clients of JR Shipping","Netherlands","Navigia Group","Netherlands",,,,,,"01-Jan-2008",,,,1440,1440,,21297,17368,7
16140718,9491484,244265000,"Container","Alsterdijk*",21297,2011,"Shuntian Shungao","#",5752.02,"18-Dec-2018",,,"Clients of JR Shipping","Netherlands","Navigia Group","Netherlands",,,,,,"01-Jan-2008",,,,1440,1440,,21297,17368,7
16140734,9491501,244255000,"Container","Akerdijk*",21297,2011,"Shuntian Shungao","#",5752.04,"18-Dec-2018",,,"Clients of JR Shipping","Netherlands","Navigia Group","Netherlands",,,,,,"01-Jan-2008",,,,1440,1440,,21297,17368,6
16252433,9770763,636018276,"Container","MSC Gayane",120500,2018,"Jinhai Manufacturing",,,"15-Dec-2018",,,"Clients of Global Mtime Invst","United States","SinOceanic Shipping","China P.R.",,,,,,"10-May-2013",,,,11568,11568,,120500,102492,0
16252370,9745665,255805868,"Container","MSC Desiree",109801,2017,"Jinhai Heavy Ind",,,"15-Dec-2018",,,"Undisclosed interests","Unknown","SinOceanic Shipping","China P.R.",,,,,,"23-May-2013",,,,9400,9400,,109801,94800,1
16098668,9465277,636015604,"Container","MSC Altair",140989,2012,"Hyundai HI (Ulsan)",,,"15-Dec-2018",,,"Clients of CDB Leasing","China P.R.","SinOceanic Shipping","China P.R.",,,,,,"27-Jul-2007",,175,"$m",13102,13102,,140989,141635,6
15620875,9302956,636019063,"Container","Catharina Schulte",34600,2006,"STX SB (Jinhae)",,,"05-Dec-2018","USD",13,"Clients of Tufton Oceanic","United Kingdom","Schulte Group","Germany",,,,,,"30-Oct-2003",,,,2602,2602,,34600,26671,12
15729653,9273686,303584000,"Container","Maunalei",34027,2006,"Aker Philadelphia",,,"05-Dec-2018","USD",106,"U.S. interests","United States","Matson Inc","United States",,,,10515,,"30-Apr-2004",,,,2526,2526,,34027,25324,12
13208857,9216729,211828850,"Container","AS Savonia",21614,2000,"HHIC (Yeongdo)",,,"04-Dec-2018","USD",4,"Clients of Vega-Reederei","Germany","Ahrenkiel Steamship","Germany",,,,6867,,"15-Jul-1999",,,,1679,1679,,21614,16850,18
16298923,9755191,636017726,"Container","MSC Erica",199272,2016,"Daewoo (DSME)",,,"01-Dec-2018",,,"Clients of SFI","Norway","BoCom Leasing","China P.R.",,,,,,"22-Aug-2014",,,,19224,19224,,199272,192237,2
16098684,9465291,373068000,"Container","MSC Regulus",141184,2012,"Hyundai HI (Ulsan)",,,"01-Dec-2018",,,"Clients of MSC","Italy","Sinoceanic","China P.R.",,,,,,"27-Jul-2007",,175,"$m",13102,13102,,141184,141635,6
16098655,9465265,636015506,"Container","MSC Vega",140989,2012,"Hyundai HI (Ulsan)",,,"01-Dec-2018",,,"Clients of MSC","Italy","SinOceanic Shipping","Norway",,,,,,"27-Jul-2007",,175,"$m",13102,13102,,140989,141635,6
16296329,9760304,538007157,"Container","Heung-A Laem Chabang",21797,2016,"Dae Sun Shipbuilding",,,"20-Nov-2018","USD",20,"Clients of Kotoku Kaiun","Japan","Heung-A Shipping","South Korea",,,,,,"08-Oct-2014",,27.75,"$m",1785,1785,,21797,17791,2
13258223,9247742,,"Container","NYK Artemis",81171,2003,"I.H.I. (Kure)",,,"13-Nov-2018",,,"Clients of Cyprus Maritime","Greece","Kaisho Shipping Co","Japan",,,,,,"14-Jun-2000",,,,6492,6492,,81171,75484,15
15609041,9306823,538090601,"Container","E.R. Hobart*",13760,2005,"CSC Jinling Shipyard",,5719.01,"13-Nov-2018","USD",4,"Clients of Vega-Reederei","Germany","Zeaborn Ship Mngt","Germany",,,,,,"10-Oct-2003",,,,1080,1080,,13760,9966,13
15668301,9319569,538090608,"Container","E.R. Sydney*",13951,2005,"Aker Tulcea",,5719.02,"13-Nov-2018","USD",4,"Clients of Vega-Reederei","Germany","Zeaborn Ship Mngt","Germany",,,,,,"16-Jan-2004",,,,1100,1100,,13951,9910,13
15860673,9347956,636019245,"Container","Formosa Container No. 5*",13760,2006,"Sinopacific Dayang",,5723.01,"09-Nov-2018",,,"Clients of Contships","Greece","Formosa Plastics Co","Taiwan",,,,,,"08-Oct-2004",,20,"$m",1114,1114,,13760,9912,12
16059498,9507702,209459000,"Container","FPMC Container  9*",13760,2009,"CSC Qingshan SY","#",5723.02,"09-Nov-2018",,,"Clients of Contships","Greece","Formosa Plastics Co","Taiwan",,,,,,"28-Oct-2006",,22.5,"$m",1118,1118,,13760,9950,8
16059506,9507714,209444000,"Container","FPMC Container 10*",13760,2009,"CSC Qingshan SY","#",5723.03,"09-Nov-2018",,,"Clients of Contships","Greece","Formosa Plastics Co","Taiwan",,,,,,"28-Oct-2006",,22.5,"$m",1118,1118,,13760,9909,9
14635913,9264740,304535000,"Container","Birk",8015,2003,"Zhejiang Yangfan",,,"06-Nov-2018",,,"European interests","Unknown","Brise Bereederungs","Germany",,,,,,"30-Nov-2000",,,,657,657,,8015,6704,15
16095791,9477787,636016277,"Container","Argos",49842,2012,"Jiangsu New YZJ",,,"30-Oct-2018","USD",14.7,"Clients of Borealis Maritime","United Kingdom","Technomar Shpg","Greece",,,,,,"12-Jul-2007",,,,4250,4250,,49842,40542,6
16016112,9356696,636018225,"Container","NYK Themis",80282,2008,"Hyundai HI (Ulsan)",,,"29-Oct-2018",,,"Clients of Eastern Pacific","Singapore","Nippon Yusen Kaisha","Japan",,,,,,"25-May-2005",,,,6500,6500,,80282,76928,9
16205697,9616852,477010500,"Container","Kota Gabung*",38887,2013,"Hyundai Mipo","#",5694.04,"12-Oct-2018",,,"Clients of Minsheng FL","China P.R.","PIL","Singapore",,,,,,"19-Jan-2011",,,,2800,2800,,38887,29015,5
16205684,9616802,477021200,"Container","Kota Gaya*",38887,2012,"Hyundai Mipo","#",5694.05,"12-Oct-2018",,,"Clients of Minsheng FL","China P.R.","PIL","Singapore",,,,,,"19-Jan-2011",,,,2800,2800,,38887,29015,5
15607339,9307425,477021400,"Container","Kota Karim*",39782,2006,"Toyohashi SB","#",5694.03,"12-Oct-2018",,,"Clients of Minsheng FL","China P.R.","PIL","Singapore",,,,,,"10-Oct-2003",,,,3081,3081,,39782,31070,12
16207941,9628324,477010300,"Container","Kota Lihat*",51822,2013,"Dalian Shipbuilding",,5694.01,"12-Oct-2018","USD",88.9,"Clients of Minsheng FL","China P.R.","PIL","Singapore",,,,,,"31-Jan-2011",,,,4335,4335,,51822,41678,5
16062669,9439709,477021300,"Container","Kota Lawa*",50638,2008,"Dalian Shipbuilding","#",5694.02,"12-Oct-2018",,,"Clients of Minsheng FL","China P.R.","PIL","Singapore",,,,,,"04-Dec-2006",,,,4211,4253,,50638,39906,9
16132476,9435533,209594000,"Container","Frisia Lahn",13760,2008,"Sinopacific Dayang",,5692.05,"09-Oct-2018","USD",6,"Clients of  Contship","Greece","Hartmann Schiff.","Germany",,,,,,"20-Jan-2006",,23,"$m",1114,1114,,13760,9900,10
16093434,9434797,209593000,"Container","Frisia Alster*",13760,2007,"Sinopacific Dayang",,5692.01,"09-Oct-2018","USD",6,"Clients of Contship","Greece","Hartmann Schiff.","Germany",,,,,,"01-Jan-2007",,,,1114,1114,,13760,9948,11
