"Listing"

"WFR Listing"
"Created 09 March 2022 19:30"


"CVN","Builder","GT","Year Rebuilt Convert","Old Type","Main Bunker Capacity (m3)","TEU","FEU Total Cap","Launch Date","Operational Speed (knots)","TPC","NT","Owner Main Vessel Type","SOx Scrubber 1 Retrofit Date","Max TEU in Holds","Max TEU on Deck","Alternative Name","Ballast Cap (cu m)","Propulsor Detail","Crew Total No","Public Listed Company","Financial Lessor Owner","Alternative Fuel Types","Cargo Interests Company","State Interests Company","Private Equity Company","Joint Venture Company (Owner)","Hull No","Registered Owner Company","Group Owner Country/Region","Great Lakes Only","Call Sign","Age Scrapped","Fleet Type","Sister Vessel Code","Owner Size","Group Owner Nationality/Region"
12834475,"Howaldtswerke Werft",64502,,,7445,4832,,,,90,33003,,,2452,2380,"Japan",,"1 x FP Propeller (Aft Centre) (mechanical), 104rpm",21,,"Y",,,,,,"298","AMERICAN PRESIDENT LINES, LLC","Unknown",,"T8A3263",23.83,"Containerships",76548,,"Unknown"
12834509,"Howaldtswerke Werft",64502,,,7445,4832,,,,90,33003,"Post-Panamax Container",,2452,2380,"APL Thailand",,"1 x FP Propeller (Aft Centre) (mechanical), 104rpm",21,,,,,,,,"299","AMERICAN PRESIDENT LINES LLC CORPORATION SERVICE COMPANY","France",,"D5TB3",24.17,"Containerships",76548,"Large (21-50)","France"
12834633,"Halla Eng.",22738,,,2428,1932,,"30-Mar-1994",12.04,44,11881,"Diverse",,914,1018,"E.R. Hobart",10416,"1 x FP Propeller (Aft Centre) (mechanical), 108rpm",24,,,,,,,,"201",,"China P.R.",,"BAKS",,"Containerships",,"Medium (11-20)","China P.R."
12836637,"MHI Nagasaki",60117,,,7220,4953,,"17-Oct-1994",14.67,,23180,"Container","27-May-2020",,,"MSC Polaris",18708,"1 x FP Propeller (Aft Centre) (mechanical), Mitsubishi HI Mach, 96.80rpm",22,,,,,,,,"2079",,"Switzerland",,"D5EF8",,"Containerships",,"Extra Large (100+)","Italy"
12838473,"Naikai Innoshima",16911,,,,1368,,,13.22,,7238,"Sub-Panamax Container",,,,"Wan Hai 221",,"1 x Propeller (Aft Centre) (mechanical), Nakashima, 127rpm",,"Y",,,,,,,"592","WAN HAI LINES (SINGAPORE) PTE LTD","Taiwan",,"S6SK",,"Containerships",,"Very Large (51-100)","Taiwan"
12838507,"Naikai Innoshima",16911,,,,1368,,"25-Apr-1994",13.78,,7238,"Sub-Panamax Container",,,,"Wan Hai 222",,"1 x Propeller (Aft Centre) (mechanical), Nakashima, 127rpm",,"Y",,,,,,,"593","WAN HAI LINES (SINGAPORE) PTE LTD","Taiwan",,"S6SJ",,"Containerships",,"Very Large (51-100)","Taiwan"
12838631,"Naikai Innoshima",16911,,,,1368,,"11-Jul-1994",13.33,,7238,"Sub-Panamax Container",,,,"Wan Hai 223",,"1 x Propeller (Aft Centre) (mechanical), Nakashima, 127rpm",,"Y",,,,,,,"594","WAN HAI LINES (S) PTE LTD","Taiwan",,"S6SH",,"Containerships",,"Very Large (51-100)","Taiwan"
12838765,"Naikai Innoshima",16988,,,1148,1368,642,"21-Sep-1994",13.03,,7287,"Sub-Panamax Container",,,,"Wan Hai 225",9473,"1 x Propeller (Aft Centre) (mechanical), 127rpm",,"Y",,,,,,,"595",,"Taiwan",,"S6FX5",,"Containerships",,"Very Large (51-100)","Taiwan"
12842867,"Thyssen Nordsee",15859,,,1697,1512,742,"29-Sep-1995",14.68,36.5,8073,"Crude/Products Tanker",,588,924,"Sawasdee Singapore",5517,"1 x CP Propeller (Aft Centre) (mechanical), Wartsila Propulsion, 100rpm",24,,,,,,,,"510","CHOKANG SHIPPING CO., LTD.","South Korea",,"DSRJ7",,"Containerships",,"Extra Large (100+)","South Korea"
12845363,"Miho Shipyard",7869,,,,841,,"05-Jul-1994",9.8,,4270,"Tug",,,,"PSA Agility",2390,"1 x FP Propeller (Aft Centre) (mechanical), 176rpm",16,,,,,,,,"1431","PSA Marine Pte ltd","Singapore",,"9V7546",,"Containerships",,"Very Large (51-100)","Singapore"
12845497,"Miho Shipyard",7869,,,,841,,"07-Oct-1994",,,4270,"Sub-Panamax Container",,,,"Damai Sejahtera II",2390,"1 x FP Propeller (Aft Centre) (mechanical), 176rpm",,,,,,,,,"1432","P.T. Jayakusuma Perdana Lines","Indonesia",,"POMY",24.83,"Containerships",,"Very Small (1-5) ","Indonesia"
12845655,"Szczecin Shipyard",16800,,,2280,1726,825,"05-Apr-1995",11.68,37.1,8662,"Sub-Panamax Container",,631,1095,"SOL Delta",7745,"1 x FP Propeller (Aft Centre) (mechanical), 113rpm",21,,,,,,,,"B1701-2","Straits Orient Lines (Singapore) Pte. Ltd.","U.A.E.",,"3EJM9",,"Containerships",,"Medium (11-20)","U.A.E."
12846315,"Odense Lindo",81488,,,,7403,3483,,14.99,110,40458,"Post-Panamax Container",,,,"Kure",,"1 x FP Propeller (Aft Centre) (mechanical), 94rpm",,"Y",,,,,,,"154","KELSEN SHIPPING CO.","Greece",,"D5MA7",,"Containerships",77526,"Extra Large (100+)","Greece"
12846449,"Odense Lindo",81488,,,,7403,3483,,15.9,110,40458,"Post-Panamax Container",,,,"Maersk Kotka",,"1 x FP Propeller (Aft Centre) (mechanical), 94rpm",,"Y",,,,,,,"155","VERANDI SHIPPING CO.","Greece",,"D5OV9",,"Containerships",77526,"Extra Large (100+)","Greece"
12846573,"Odense Lindo",81488,,,,7403,3483,,15.72,110,40458,"Post-Panamax Container",,,,"Maersk Kleven",,"1 x FP Propeller (Aft Centre) (mechanical), 94rpm",,"Y",,,,,,,"156","REDDICK SHIPPING CO.","Greece",,"D5RZ8",,"Containerships",77526,"Extra Large (100+)","Greece"
12846607,"Odense Lindo",81488,,,,7403,3483,,16.27,110,43399,"Post-Panamax Container",,,,"Maersk Karlskrona",,"1 x FP Propeller (Aft Centre) (mechanical), 94rpm",,"Y",,,,,,,"157","SELDEN MARINE CO.","Greece",,"D5RL4",,"Containerships",77526,"Extra Large (100+)","Greece"
12846731,"Odense Lindo",81488,,,11557,7403,3483,,15.43,110,43399,"Post-Panamax Container",,,,"Kokura",29738,"1 x FP Propeller (Aft Centre) (mechanical), 94rpm",,"Y",,,,,,,"158","Mas Shipping Co","Greece",,"D5MA5",23.25,"Containerships",77526,"Extra Large (100+)","Greece"
12848151,"Iwagi Zosen",9048,,,,714,272,,10.54,,4643,"Container",,,,"Armada Permata",,"1 x Propeller (Aft Centre) (mechanical), 133rpm",,,,,,,,,"157",,"Indonesia",,"PMZK",,"Containerships",,"Very Large (51-100)","Indonesia"
12849237,"J. J. Sietas",3992,,,,509,,,,15,2233,"General Cargo",,143,366,"Dele",1764,"1 x CP Propeller (Aft Centre) (mechanical), Wartsila Propulsion",,,,,,,,,"1093",,"Indonesia",,"POIQ",,"Containerships",,"Large (21-50)","Indonesia"
12849495,"J. J. Sietas",7550,,,,749,,"27-Jan-1994",15.54,,3957,"Sub-Panamax Container",,248,501,"Spica",3523,"1 x CP Propeller (Aft Centre) (mechanical)",11,,,,,,,,"1072","MS "SPICA" UG (haftungsbeschränkt) & Co. KG","Germany",,"DIPS",,"Containerships",,"Very Small (1-5) ","Germany"
12849529,"J. J. Sietas",7039,,,,621,,"06-Jun-1994",13.34,20.5,3870,"Diverse",,,,"Monte Brasil",3823,"1 x CP Propeller (Aft Centre) (mechanical)",,,,,,,,,"1080","TRANSINSULAR Transportes Maritimos Insulares, S.A.","Portugal",,"CSEM",,"Containerships",77088,"Small (6-10) ","Portugal"
12850383,"Thyssen Nordsee",15778,,,1697,1512,,"09-Sep-1994",,36,8021,"Crude/Products Tanker",,588,924,"Sawasdee Laemchabang",5551,"1 x CP Propeller (Aft Centre) (mechanical), Wartsila Propulsion, 100rpm",23,,,,,,,,"505","SINOKOR MERCHANT MARINE CO., LTD.","South Korea",,"DSRJ6",25.08,"Containerships",,"Extra Large (100+)","South Korea"
12850541,"Danyard A/S",11612,,,,782,,,,23.8,3483,"General Cargo",,,,"Naja Arctica",3529,"1 x CP Propeller (Aft Centre) (mechanical), KaMeWa, Ø5.50m",16,,,,,,,,"728","Royal Arctic Line A/S","Greenland",,"OXVH2",26.17,"Containerships",,"Small (6-10) ","Greenland"
12850675,"Danyard A/S",11612,,,761.6,782,,,13.73,23.8,3483,"General Cargo",,334,448,"Nuka Arctica",3529,"1 x CP Propeller (Aft Centre) (mechanical), KaMeWa, Ø5.50m",16,,,,,,,,"729","Royal Arctic Line A/S","Greenland",,"OXYH2",25.75,"Containerships",,"Small (6-10) ","Greenland"
12861271,"Shina S.B.",4124,,,,342,,"13-Apr-1994",,,1897,"Sub-Panamax Container",,,,"Bonny Star",,"1 x CP Propeller (Aft Centre) (mechanical), 210rpm",,,,,,,,,"369","Nam Sung Shipping Co., Ltd.","South Korea",,"YCBZ",,"Containerships",,"Large (21-50)","South Korea"
12861989,"MHI Nagasaki",66046,,,7066,5344,,,13.11,,30540,"Post-Panamax Container",,,,"OOCL California",17837,"1 x FP Propeller (Aft Centre) (mechanical), 102rpm",21,,,,,"Y",,,"2098","Newcontainer No6 Shipping Inc.","China P.R.",,"VRWC8",,"Containerships",76547,"Very Large (51-100)","China P.R."
12862065,"MHI Nagasaki",66046,,,7066,5344,,,14.47,,30540,"Post-Panamax Container",,,,"OOCL America",17837,"1 x FP Propeller (Aft Centre) (mechanical), 102rpm",21,,,,,"Y",,,"2099","Newcontainer No. 5 Shipping Inc.","China P.R.",,"VRWE8",,"Containerships",76547,"Very Large (51-100)","China P.R."
12862807,"Orskovs Staal.",14664,,,2009,1457,,,14.37,,8073,,,474,983,"Godafoss",4715,"1 x CP Propeller (Aft Centre) (mechanical), KaMeWa, 105rpm",,,,,,,,,"180","Nova One Maritime Inc","Liberia",,"D5WD2",25,"Containerships",80717,,"Liberia"
12862931,"Orskovs Staal.",14664,,,2009,1457,,,13.65,,8073,,,474,983,"Laxfoss",4715,"1 x CP Propeller (Aft Centre) (mechanical), 105rpm",,,,,,,,,"181","Melinda Maritime Ltd","Liberia",,"D5WC9",24.67,"Containerships",80717,,"Liberia"
12864227,"Juliana Const.",7998,,,,668,334,,14.31,24.22,3956,"Sub-Panamax Container",,276,392,"JJ Tokyo",,"1 x Propeller (Aft Centre) (mechanical), 135rpm",25,,,,,"Y",,,"349",,"China P.R.",,"VRAL5",,"Containerships",77260,"Medium (11-20)","China P.R."
12864351,"Juliana Const.",7998,,,,668,334,,14.3,24.22,3956,"Sub-Panamax Container",,276,392,"Qiu Jin",,"1 x Propeller (Aft Centre) (mechanical), 135rpm",25,,,,,"Y",,,"350",,"China P.R.",,"BIMI",,"Containerships",77260,"Medium (11-20)","China P.R."
12864935,"Daewoo (DSME)",51931,,,,4158,,,16.15,,28073,"Diverse","29-Jun-2020",2061,2097,"MSC Brianna",18540,"1 x FP Propeller (Aft Centre) (mechanical), MMG, 104rpm",,,,,,,,,"4034","Brianna Oceanway Ltd.","United Kingdom",,"3FVZ7",,"Containerships",,"Extra Large (100+)","United Kingdom"
12866805,"Imabari SB (Imabari)",15184,,,1520,1121,538,"12-Apr-1995",11.6,35.9,6261,"Container",,566,555,"Anglian Express",5493,"1 x Propeller (Aft Centre) (mechanical), 110rpm",17,,,,,,,,"513","P.T. Pelayaran Nusantara Salam Pacific Indonesia Lines","Indonesia",,"YBKC2",,"Containerships",,"Very Large (51-100)","Indonesia"
12866939,"CSBC (Kaohsiung)",15095,,,1691,1367,626,"20-Jan-1995",14.14,,6453,"Sub-Panamax Container",,564,,"MTT Kuching Dua",5316,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 127rpm",16,,,,,,,,"595","MTT SHIPPING KUCHING SDN BHD","Malaysia",,"9MYQ5",,"Containerships",71535,"Medium (11-20)","Malaysia"
12867015,"Warnowwerft",14862,,,,1452,,"11-Nov-1994",,,7579,"Sub-Panamax Container",,534,918,"Manolis P.",5542,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",22,"Y",,,,,,,"431","Manolis Shipping Ltd.","Greece",,"V7MF5",24.83,"Containerships",,"Medium (11-20)","Greece"
12867565,"Flensburger SB",29181,,,2271,2480,,"17-Mar-1995",14.29,52.5,14502,"Container",,1064,1416,"MSC Mediterranean",,"1 x FP Propeller (Aft Centre) (mechanical), 91rpm",26,,,,,,,,"688","Mediterranean Oceanway Ltd.","Switzerland",,"H8JI",,"Containerships",,"Extra Large (100+)","Italy"
12867699,"Flensburger SB",29181,,,2271,2480,,"18-Aug-1995",13.89,52.5,14502,"Container",,1064,1416,"MSC Canberra",,"1 x FP Propeller (Aft Centre) (mechanical), 91rpm",,,,,,,,,"689","Canberra Oceanway Ltd.","Switzerland",,"H8KT",,"Containerships",,"Extra Large (100+)","Italy"
12867723,"Dae Sun Shipbuilding",3994,,,,338,,,9.4,14.87,2017,"Sub-Panamax Container",,,,"Tanto Alam",,"1 x Propeller (Aft Centre) (mechanical), 210rpm",,,,,,,,,"411",,"Indonesia",,"JZEA",,"Containerships",,"Very Large (51-100)","Indonesia"
12867857,"Dae Sun Shipbuilding",3994,,,,338,,,9.33,14.87,2017,"Sub-Panamax Container",,,,"Tanto Aman",,"1 x Propeller (Aft Centre) (mechanical), 210rpm",,,,,,,,,"412","Tanto Intim Line PT","Indonesia",,"JZEB",,"Containerships",,"Very Large (51-100)","Indonesia"
12869569,"Meeres-Technik",16316,,,,1684,820,,,,9488,"Sub-Panamax Container",,,,"Queen of Luck",5496,"1 x Propeller (Aft Centre) (mechanical), 121rpm",,,,,,,,,"391",,"Greece",,"3EWL3",24,"Containerships",,"Very Small (1-5) ","Greece"
12869693,"Meeres-Technik",18166,,,,1906,934,"09-Sep-1995",14.35,,10564,"Sub-Panamax Container",,708,,"Aeolus",6797,"1 x FP Propeller (Aft Centre) (mechanical), 121rpm",,,,,,,,,"392","Periyar Lines Inc.","U.A.E.",,"5LBD8",,"Containerships",,"Very Small (1-5) ","U.A.E."
12870581,"Hegemann Rolandwerft",3957,,,,448,219,"08-Jul-1994",11.04,,2080,"Sub-Panamax Container",,,,"Kormoran",,"1 x FP Propeller (Aft Centre) (mechanical), 168rpm",,,,,,,,,"172","New Marine Shipping Group SA","Turkey",,"5VIA7",,"Containerships",,"Very Small (1-5) ","Turkey"
12871241,"Szczecin Shipyard",9602,,,,1016,488,"27-Aug-1994",,,4889,"Diverse",,334,682,"PL",4143,"1 x CP Propeller (Aft Centre) (mechanical), 148rpm",,,,,,,,,"B183/216","GRACE LINES INC.","Taiwan",,"T8A3459",25.92,"Containerships",,"Medium (11-20)","Taiwan"
12871409,"Szczecin Shipyard",9530,,,,1016,490,,,,5088,"Sub-Panamax Container",,,,"Yu Xin",,"1 x CP Propeller (Aft Centre) (mechanical), 148rpm",,,,,,,,,"B183/223","China United Lines Ltd.","China P.R.",,"BJUC",,"Containerships",,"Very Small (1-5) ","China P.R."
12871533,"Szczecin Shipyard",16202,,,1613,1524,,"09-Apr-1994",12.61,,8980,"Container",,630,894,"MSC Agata",6568,"1 x FP Propeller (Aft Centre) (mechanical), 113rpm",,,,,,,,,"B186/35","Agata Oceanway Ltd.","Switzerland",,"D5LM5",,"Containerships",,"Extra Large (100+)","Italy"
12872169,"HHIC (Yeongdo)",8213,,,,650,,"19-May-1995",12.1,24,3752,"Sub-Panamax Container",,,,"Harbour Zenith",6895,"1 x FP Propeller (Aft Centre) (mechanical), 148rpm",,,,,,,,,"N024","HARBOUR ZENITH SDN BHD","Malaysia",,"9WRV7",,"Containerships",,"Small (6-10) ","Malaysia"
12872293,"Szczecin Shipyard",9530,,,1215,1016,490,"01-Oct-1994",,26.5,5088,"Sub-Panamax Container",,,,"Easline Busan",4102,"1 x CP Propeller (Aft Centre) (mechanical), 148rpm",,,,,,,,,"B183/218","Easline Busan Maritime Co Ltd","Hong Kong",,"3ESW7",24.42,"Containerships",,"Small (6-10) ","Hong Kong"
12872327,"Szczecin Shipyard",9590,,,,1016,,,9.3,26.5,4889,"Container",,334,682,"Armada Purnama",,"1 x CP Propeller (Aft Centre) (mechanical), 148rpm",18,,,,,,,,"B183/19",,"Indonesia",,"YGGU",25.17,"Containerships",,"Very Large (51-100)","Indonesia"
12873111,"Szczecin Shipyard",16200,,,2184,1728,825,"30-Dec-1995",11.81,,8672,"General Cargo",,634,1094,"TSS Glory",7904,"1 x FP Propeller (Aft Centre) (mechanical), 113rpm",24,,,,,,,,"B170/4","Mesopotamia Shipping Line Co. Ltd.","Syria",,"V4AR3",,"Containerships",,"Small (6-10) ","Syria"
12873537,"Flensburger SB",29181,,,2268,2480,,"12-Oct-1995",12.24,52.5,14502,"Handymax Bulker",,1064,1416,"Hong Yuan 01",12161,"1 x FP Propeller (Aft Centre) (mechanical), 91rpm",26,,,,,,,,"690","Shanghai Hongsheng Ganghai Shipping Co.","China P.R.",,"BIBM3",,"Containerships",,"Small (6-10) ","China P.R."
12873661,"Flensburger SB",29181,,,2268,2480,,"16-Feb-1996",13.61,52.5,14502,"Container",,1064,1416,"MSC Don Giovanni",13308,"1 x FP Propeller (Aft Centre) (mechanical), 91rpm",26,,,,,,,,"691","Don Giovanni Oceanway Ltd.","Switzerland",,"3FIV6",,"Containerships",,"Extra Large (100+)","Italy"
12874321,"Orskovs Staal.",3939,,,,424,189,,13.19,,2681,"General Cargo",,250,174,"Irena Arctica",2514,"1 x CP Propeller (Aft Centre) (mechanical)",,,,,,,,,"189","Royal Arctic Line A/S","Greenland",,"OXTS2",,"Containerships",,"Small (6-10) ","Greenland"
12874455,"Qiuxin Shipyard",7073,,,,614,,,,,3617,"General Cargo",,,,"Tao Yuan",,"1 x Propeller (Aft Centre) (mechanical)",23,,,,,"Y",,,"1234",,"China P.R.",,"3FYI8",19.42,"Containerships",,"Very Small (1-5) ","China P.R."
12874871,"Seebeckwerft",16269,,,1900,1684,820,,11.28,,9476,,,618,1066,"Stonewell Brillance",,"1 x Propeller (Aft Centre) (mechanical), 123rpm",,,"Y",,,,,,"1089","Stonewell Brilliance Shipping","China P.R.",,"5LED2",,"Containerships",,,"China P.R."
12876909,"Szczecin Shipyard",16500,,,2231,1728,825,"06-Sep-1995",11.28,37.2,8672,"Tug",,632,1096,"PSA Connectivity",7867,"1 x FP Propeller (Aft Centre) (mechanical), 113rpm",25,,,,,,,,"B170/31","PSA Marine (Pte) Ltd.","Singapore",,"9V7551",,"Containerships",,"Very Large (51-100)","Singapore"
12877085,"Szczecin Shipyard",16801,,,2231,1728,825,"30-Sep-1995",13.23,37.2,8672,"Sub-Panamax Container",,632,1096,"Egy Glory",7782,"1 x FP Propeller (Aft Centre) (mechanical), 113rpm",25,,,,,,,,"B170/32","Corporate Leasing Co. Egypt SAE","Egypt",,"6AKO",,"Containerships",,"Very Small (1-5) ","Egypt"
12877243,"Szczecin Shipyard",8633,,,,907,426,"12-Aug-1995",11.5,24,3456,"Sub-Panamax Container",,284,623,"Tanger A",3903,"1 x CP Propeller (Aft Centre) (mechanical), 147rpm",17,,,,,,,,"B188/2","Maroc Feedering SA","Turkey",,"CNA5406",24.83,"Containerships",,"Large (21-50)","Turkey"
12877401,"Szczecin Shipyard",8633,,,,907,426,"22-Feb-1996",12.5,24,3456,"Sub-Panamax Container",,284,623,"Oberon",3903,"1 x CP Propeller (Aft Centre) (mechanical), 147rpm",17,,,,,,,,"B188/4","Maroc Feedering SA","Turkey",,"CNA5228",,"Containerships",,"Large (21-50)","Turkey"
12877535,"Szczecin Shipyard",10917,,,,1158,,"18-Oct-1995",11.33,,5548,"Sub-Panamax Container",,381,,"Med Corlu",5213,"1 x CP Propeller (Aft Centre) (mechanical), Wartsila Propulsion, 140rpm",,,,,,,,,"B190/1","Med Corlu Shipping SA","Switzerland",,"TCA4362",,"Containerships",,"Very Small (1-5) ","Italy"
12877669,"Szczecin Shipyard",10917,,,,1160,,"25-Nov-1995",,,5548,"Sub-Panamax Container",,381,779,"Serval",5213,"1 x CP Propeller (Aft Centre) (mechanical), Wartsila Propulsion",,,,,,,,,"B190/2","Seamerit Maritime Co.","Greece",,"D5JY8",23,"Containerships",,"Small (6-10) ","Greece"
12877827,"Szczecin Shipyard",10917,,,,1064,,"14-May-1996",11.53,,5250,"Sub-Panamax Container",,381,683,"Med Denizli",5213,"1 x CP Propeller (Aft Centre) (mechanical), Wartsila Propulsion",,,,,,,,,"B190/3","Med Denizli Denizcilik AS","Switzerland",,"TCA3930",,"Containerships",,"Very Small (1-5) ","Italy"
12878453,"Hyundai HI (Ulsan)",64054,,,,5711,2660,"22-Mar-1996",15.54,,35490,"Diverse","07-Apr-2022",2603,3108,"MSC Samantha",,"1 x FP Propeller (Aft Centre) (mechanical), HHI-EMD (HiMSEN), 104rpm",19,,,,,,,,"913","Melip Marine Ltd.","Singapore",,"3EZB4",,"Containerships",76539,"Extra Large (100+)","Singapore"
12878587,"Hyundai HI (Ulsan)",64054,,,,5711,2660,,16.49,,35490,"Diverse",,2603,3108,"MSC Katyayni",,"1 x FP Propeller (Aft Centre) (mechanical), HHI-EMD (HiMSEN), 104rpm",27,,,,,,,,"914","Lerol Maritime Ltd.","United Kingdom",,"3FGK8",,"Containerships",76539,"Extra Large (100+)","United Kingdom"
12878611,"Hyundai HI (Ulsan)",64054,,,,5711,2660,"01-May-1996",17.06,,35490,"Diverse",,2603,3108,"MSC Dymphna",,"1 x FP Propeller (Aft Centre) (mechanical), HHI-EMD (HiMSEN), 104rpm",23,,,,,,,,"915","MARSINT SHIPPING INC","Singapore",,"3EXN",,"Containerships",76539,"Extra Large (100+)","Singapore"
12878745,"Imabari SB (Imabari)",13941,,,1543,1048,,"09-Sep-1994",13.11,,7039,"Sub-Panamax Container",,,,"Strait Mas",3965,"1 x Propeller (Aft Centre) (mechanical), 127rpm",,"Y",,,,,,,"509",,"Indonesia",,"POQT",25.42,"Containerships",75750,"Large (21-50)","Indonesia"
12878879,"Imabari SB (Imabari)",13941,,,1543,1048,,"16-Nov-1994",,,7039,"Sub-Panamax Container",,,,"Selat Mas",3965,"1 x Propeller (Aft Centre) (mechanical), 127rpm",,"Y",,,,,,,"510",,"Indonesia",,"POQU",24.25,"Containerships",75750,"Large (21-50)","Indonesia"
12878903,"Shin Kurushima",18997,,,2510,1613,777,"21-Sep-1994",,,9365,,,592,1021,"Ella",9083,"1 x FP Propeller (Aft Centre) (mechanical), 100rpm",,,"Y",,,,,,"2826","Taurus Maritime Ltd","Unknown",,,23.83,"Containerships",,,"Unknown"
12879539,"Shina S.B.",4124,,,,342,,"09-Sep-1994",11.17,,1897,"Diverse",,,,"Glory Star",,"1 x Propeller (Aft Centre) (mechanical), 210rpm",14,,,,,,,,"371","Homemay Enterprise Co Ltd","Taiwan",,"T8A2640",26.75,"Containerships",,"Medium (11-20)","Taiwan"
12880135,"Tsuneishi Zosen",18859,,,,1597,,,,,8468,"Post-Panamax Container",,,,"Thomas Maersk",,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), 127rpm",,,,,,,,,"1025","MAERSK SHIPPING HONG KONG LIMITED","Denmark",,"T2JN5",25,"Containerships",,"Extra Large (100+)","Denmark"
12880427,"Fosen M.V.",7167,,,,585,279,,12.82,,3535,"Sub-Panamax Container",,,,"Ji Run",2655,"1 x Propeller (Aft Centre) (mechanical), 176rpm",19,,,,,,,,"58","NEWFAR SHIPPING LIMITED","Hong Kong",,"VRAD3",,"Containerships",,"Very Small (1-5) ","China P.R."
12880685,"Daewoo (DSME)",33735,,,,2475,,,13.6,56.1,24270,"Post-Panamax Container",,,,"Lisbon Express",14172,"1 x FP Propeller (Aft Centre) (mechanical), 97rpm",23,,,,,,,,"4037","Hapag Lloyd Aktiengesellschaft","Germany",,"ZCBD3",,"Containerships",,"Extra Large (100+)","Germany"
12880719,"Daewoo (DSME)",33735,,,,2400,,,14.4,56.1,14270,"Post-Panamax Container",,1134,1266,"Valencia Express",14526,"1 x FP Propeller (Aft Centre) (mechanical), 97rpm",,,,,,,,,"4038","Hapag Lloyd Aktiengesellschaft","Germany",,"ZCBD4",,"Containerships",,"Extra Large (100+)","Germany"
12881053,"Miho Shipyard",7869,,,,844,,"27-Apr-1995",,,4270,"Sub-Panamax Container",,,,"Damai Sejahtera I",2390,"1 x FP Propeller (Aft Centre) (mechanical), 176rpm",16,,,,,,,,"1445","P.T. Jayakusuma Perdana Lines","Indonesia",,"POMO",24.42,"Containerships",,"Very Small (1-5) ","Indonesia"
12881345,"Singapore SB",9675,,,,1018,,"29-Jun-1995",,24,5195,,,361,657,"S Anan",4269,"1 x FP Propeller (Aft Centre) (mechanical), 159rpm",,,"Y",,,,,,"368","Regional Container Lines Public Co., Ltd.","Unknown",,"T8A3131",23.08,"Containerships",,,"Unknown"
12881479,"Singapore SB",9675,,,1000,1018,,"01-Aug-1995",,26.5,5195,,,361,657,"S Bani",4269,"1 x FP Propeller (Aft Centre) (mechanical), 176rpm",22,,"Y",,,,,,"369","Regional Container Lines Public Co., Ltd.","Unknown",,"T8A3127",23,"Containerships",,,"Unknown"
12881637,"Hyundai HI (Ulsan)",35595,,,,3607,,"13-Aug-1995",,63,20276,,,,,"S Emirates",12628,"1 x FP Propeller (Aft Centre) (mechanical), 102rpm",,,"Y",,,,,,"929","Balaji Shipping Co. SA","Unknown",,"T8A3144",23.42,"Containerships",,,"Unknown"
12882971,"Volkswerft",11964,,,,1104,,"30-Jan-1995",10.9,,4931,"Sub-Panamax Container",,,,"Meratus Malino",4261,"1 x FP Propeller (Aft Centre) (mechanical), ABB, 127rpm",,,,,,,,,"401","Meratus Line PT","Indonesia",,"POZH",,"Containerships",,"Very Large (51-100)","Indonesia"
12883057,"Volkswerft",11964,,,,1104,,"15-May-1995",11.03,,4931,"Sub-Panamax Container",,,,"Meratus Makassar",4183,"1 x FP Propeller (Aft Centre) (mechanical), ABB, 127rpm",,,,,,,,,"402","PT. Mandiri Abadi Santosa","Indonesia",,"POFZ",,"Containerships",,"Very Large (51-100)","Indonesia"
12883181,"Volkswerft",11964,,,,1104,535,,10.88,,4931,"Sub-Panamax Container",,458,646,"Meratus Mamiri",,"1 x FP Propeller (Aft Centre) (mechanical), ABB, 127rpm",,,,,,,,,"403","Pt. Meratus Line","Indonesia",,"PONE",,"Containerships",,"Very Large (51-100)","Indonesia"
12883349,"Shin Kurushima",18619,,,2386,1613,777,"16-Nov-1994",,,9382,"General Cargo",,592,1021,"Iwashiro",9086,"1 x Propeller (Aft Centre) (mechanical), 100rpm",25,,,,,,,,"2828",,"Japan",,"3FWR4",24.33,"Containerships",,"Very Small (1-5) ","Japan"
12884975,"Dae Sun Shipbuilding",4879,,,,357,169,,10.07,,2465,"Sub-Panamax Container",,151,206,"Hoa Mai 88",2112,"1 x FP Propeller (Aft Centre) (mechanical), 210rpm, Ø3.65m",21,,,,,"Y",,,"406","Bien Dong Shipping Company Limited","Vietnam",,"3WPC",,"Containerships",,"Small (6-10) ","Vietnam"
12885893,"J. J. Sietas",6326,,,,660,326,"18-Oct-1995",13.67,,3251,"General Cargo",,206,454,"Pirita",3621,"1 x CP Propeller (Aft Centre) (mechanical)",,,,,,"Y",,,"1082","NAVI SHIPPING LTD","Estonia",,"CQYD",,"Containerships",,"Small (6-10) ","Estonia"
12886137,"CSBC (Keelung)",15071,,,1692,1367,626,"20-Apr-1995",12.9,35.6,5814,"Sub-Panamax Container",,,,"Kuo Tai",5317,"1 x Propeller (Aft Centre) (mechanical), Nakashima, 127rpm",16,,,,,,,,"596","Kuo AS","Greece",,"3EQH4",25.33,"Containerships",71535,"Medium (11-20)","Greece"
12886261,"CSBC (Keelung)",15095,,,1692,1471,,,,,5814,"Sub-Panamax Container",,564,907,"Ocean Prologue",5317,"1 x Propeller (Aft Centre) (mechanical), 127rpm",16,,,,,,,,"597",,"United Kingdom",,"VRAA3",23.58,"Containerships",,"Very Large (51-100)","Greece"
