"Listing"

"WFR Listing"
"Created 09 March 2022 20:02"


"CVN","Core Deployment Type (Last 12 Months)","Port Core Deployment (Last 12 Months)","Country Core Deployment (Last 12 Months)","Region Core Deployment (Last 12 Months)","Continent Core Deployment (Last 12 Months)","Atlantic/Pacific Deployment (Last 12 Months)","West Coast N America Deployment (Time in Last 12 Months, %)","West Coast S America Deployment (Time in Last 12 Months, %)","East Coast N America Deployment (Time in Last 12 Months, %)","East Coast S America Deployment (Time in Last 12 Months, %)","West Coast Africa Deployment (Time in Last 12 Months, %)","UK/Cont Deployment (Time in Last 12 Months, %)","East Coast Africa Deployment (Time in Last 12 Months, %)","Med/Black Sea Deployment (Time in Last 12 Months, %)","Australasia Deployment (Time in Last 12 Months, %)","Middle East Deployment (Time in Last 12 Months, %)","East Asia Deployment (Time in Last 12 Months, %)","Indian Subcont Deployment (Time in Last 12 Months, %)","SE Asia Deployment (Time in Last 12 Months, %)","North Asia Deployment (Time in Last 12 Months, %)","Southern Ocean Deployment (Time in Last 12 Months, %)","Arctic Deployment (Time in Last 12 Months, %)","Aux Consumption at Laden Speed (tpd)","Aux Consumption In Port - Idle (tpd)","Aux Consumption In Port - Working (tpd)","Aux Consumption In Port (tpd)","Aux Consumption at Service Speed (tpd)","Hatch Description","Depth Moulded (m)","Group","Beam Ext (m)","Bridge Position Ind","Max TEU Tiers on Deck","TEU Max Row Athwart","Reefer Plugs Total No","Twin Island (Ind)"
13169381,"Regional",,,"Middle East","Middle East/ISC","Pacific",,,,,,,,,,100,,,,,,,,,,,,,5.8,"FCC",,,,,20,"N"
13173067,"National",,"U.A.E.","Middle East","Middle East/ISC","Pacific",,,,,,,,,,100,,,,,,,,,,,,"F",8.3,"FCC",,,,,144,"N"
13173933,"International",,,,,"Atlantic",,,11,,54,2,,33,,,,,,,,,,,,,,,19,"FCC",,,6,,152,"N"
13174019,"International",,,,,"Atlantic",,,37,,14,19,,30,,,,,,,,,,,,,,,19,"FCC",,,6,,150,"N"
13174143,"International",,,,,"Atlantic",,,,,80,1,,19,,,,,,,,,,,,,,,13.5,"FCC",,,,,200,"N"
13174301,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,11.1,"FCC",,,,,160,"N"
13175353,"International",,,,,"Atlantic",,,85,15,0,,,,,,,,,,,,,,,,,,15.6,"FCC",,,,,420,"N"
13175487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6,"FCC",,,,,420,"N"
13175511,"International",,,,,"Atlantic",,,,,88,,,12,,,,,,,,,,,,,,,15.6,"FCC",,,,,420,"N"
13175645,"International",,,,"Europe","Atlantic",,,,,0,9,,91,,,,,,,,,,,,,,,15.6,"FCC",,,,,420,"N"
13175779,"International",,,,,"Atlantic",,,4,5,66,2,,28,,,,,,,,,,,,,,,15.6,"FCC",,,,,420,"N"
13176013,"International",,,,"Asia","Pacific",,,,,,,,,,,62,,38,,,,,,,,,,11.2,"FCC",,,,,150,"N"
13176147,"Regional",,,"South East Asia","Asia","Pacific",,,,,,,,,,,0,,100,,,,,,,,,,13.7,"FCC",,,,,102,"N"
13176439,"International",,,,,"Pacific",,,,,,,,,,,4,7,93,,,,,,,,,,12.9,"FCC",,,,,100,"N"
13176563,"Regional",,,"South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,12.9,"FCC",,,,,100,"N"
13176989,"National",,"Philippines","South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,11,"FCC",,,,,100,"N"
13179801,"National",,"Russia","North Asia","Asia","Pacific",,,,,,,,,,,5,,,95,,,,,,,,,9.2,"FCC",,,,,150,"N"
13179935,"Regional",,,"United Kingdom/Continent","Europe","Atlantic",,,,,,100,,,,,,,,,,,,,,,,,9.2,"FCC",,,,,150,"N"
13180081,"Regional",,,"United Kingdom/Continent","Europe","Atlantic",,,,,,100,,,,,,,,,,,,,,,,,9.2,"FCC",,,,,150,"N"
13180115,"International",,,,"Asia","Pacific",,,,,,,,,,,34,,66,,,,,,,,,,11,"FCC",,,,,80,"N"
13180249,"Regional",,,"East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,11,"FCC",,,,,80,"N"
13181741,"Regional",,,"West Coast Africa","Africa","Atlantic",,,,,100,,,,,,,,,,,,,,,,,,8,"FCC",,,,,50,"N"
13181875,"International",,,,"Asia","Pacific",,,,,,,,,,,31,,69,,,,,,,,,,16.5,"FCC",,,,,400,"N"
13181909,"International",,,,"Asia","Pacific",,,,,,,,,,,61,,39,,,,,,,,,,16.5,"FCC",,,,,400,"N"
13183453,"Regional",,,"East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,14,"FCC",,,,,236,"N"
13183587,"Regional",,,"South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,14,"FCC",,,,,236,"N"
13184089,"International",,,,,"Atlantic/Pacific",,33,,21,,,17,,11,,,1,17,,,,,,,,,,19.3,"FCC",,,,,800,"N"
13184113,"International",,,,,"Atlantic",,,33,4,12,16,,34,,,,,,,,,,,,,,,19.3,"FCC",,,,,800,"N"
13184247,"International",,,,,"Atlantic/Pacific",6,27,29,39,,,,,,,,,,,,,,,,,,,19.3,"FCC",,,,,528,"N"
13184371,"International",,,,,"Atlantic",,,,,5,6,0,89,,2,2,2,1,,,,,,,,,,19.3,"FCC",,,,,800,"N"
13184405,"International",,,,,"Atlantic",,,,,31,39,,29,,,,,,,,,,,,,,,19.3,"FCC",,,,,800,"N"
13184955,"International",,,,"Europe","Atlantic",,,,,0,3,,97,,,,,,,,,,,,,,"F",8.8,"FCC",,,,,80,"N"
13186825,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,19,"FCC",,,,,300,"N"
13190343,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,13.9,"FCC",,,,,200,"N"
13190893,"International",,,,,"Atlantic/Pacific",,,13,5,22,23,8,5,,6,17,3,3,,,,,,,,,,24.1,"FCC",,,,,500,"N"
13190927,"International",,,,,"Atlantic/Pacific",,,11,5,1,,1,13,,23,26,18,2,,,,,,,,,,24.1,"FCC",,,,,500,"N"
13191003,"International",,,,,"Atlantic/Pacific",,,,,,5,,3,,2,54,15,21,,,,,,,,,,24.1,"FCC",,,,,500,"N"
13191137,"International",,,,,"Atlantic/Pacific",0,,,,6,7,11,16,,10,16,18,17,,,,,,,,,,24.1,"FCC",,,,,500,"N"
13192471,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,13.7,"FCC",,"Aft",,,200,"N"
13192505,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,0,,,,,,,,,,,,,,13.7,"FCC",,"Aft",,,200,"N"
13192639,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,13.7,"FCC",,"Aft",,,200,"N"
13192763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7,"FCC",,"Aft",,,200,"N"
13192897,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,13.7,"FCC",,"Aft",,,200,"N"
13192921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7,"FCC",,"Aft",,,200,"N"
13193007,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,1,,,100,,,,,,,,,,,,,,,13.7,"FCC",,"Aft",,,200,"N"
13193131,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,13.7,"FCC",,"Aft",,,200,"N"
13193681,"International",,,,,"Atlantic/Pacific",,,,,0,19,,34,,27,,20,,,,,,,,,,,24.5,"FCC",,,,,710,"N"
13193715,"International",,,,,"Atlantic/Pacific",,,,,0,14,,41,,31,,14,,,,,,,,,,,25.5,"FCC",,,,,710,"N"
13193849,"International",,,,,"Atlantic/Pacific",,,9,,2,8,,46,,23,2,10,,,,,,,,,,,25.5,"FCC",,,,,710,"N"
13193973,"International",,,,,"Atlantic/Pacific",,,,,0,15,,37,,27,,21,,,,,,,,,,,25.5,"FCC",,,,,710,"N"
13195135,"Regional",,,"East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,10.8,"FCC",,,,,120,"N"
13195269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,"FCC",,,,,120,"N"
13195393,"Regional",,,"East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,10.8,"FCC",,,,,120,"N"
13196479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,"FCC",,,,,,"N"
13198349,"International",,,,,"Pacific",43,20,,,,,,,,,29,,5,3,,,,,,,,,24.1,"FCC",,,,,703,"N"
13198473,"International",,,,,"Pacific",38,19,,,,,,,1,,31,,6,5,,,,,,,,,24.1,"FCC",,,,,703,"N"
13198507,"International",,,,,"Pacific",37,21,,,,,,,2,0,31,,6,2,,,,,,,,,24.1,"FCC",,,,,817,"N"
13198631,"International",,,,,"Pacific",32,25,,,,,,,1,,35,,5,2,,,,,,,,,24.1,"FCC",,,,,703,"N"
13198765,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,13.6,"FCC",,,,,200,"N"
13198899,"International",,,,"Asia","Pacific",,,,,,,,,,,63,,5,32,,,,,,,,,13.6,"FCC",,,,,200,"N"
13199133,"International",,,,"Asia","Pacific",,,,,,,,,,,23,,77,,,,,,,,,,13.6,"FCC",,,,,200,"N"
13199267,"International",,,,,"Pacific",,,,,,,2,,,22,,74,2,,,,,,,,3.5,,13.6,"FCC",,,,,200,"N"
13199559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.3,"FCC",,,7,,632,"N"
13199683,"International",,,,,"Atlantic/Pacific",29,,,,,,,2,13,2,35,2,15,3,,,,,,,,,24.3,"FCC",,,7,,632,"N"
13201511,"International",,,,,"Atlantic/Pacific",,,,,0,3,1,3,,39,32,11,10,,,,,,,,,,16.6,"FCC",,,,,350,"N"
13201645,"International",,,,,"Pacific",0,,,,,,,,,,78,,,22,,,,,,,,,16.6,"FCC",,,,,350,"N"
13202013,"International",,,,,"Pacific",83,,,,,,,,,,13,,,4,,,,,,,,,16.7,"FCC",,,,,600,"N"
13202147,"International",,,,,"Pacific",89,2,,,,,,,,,8,,,1,,,,,,,,,16.7,"FCC",,,,,600,"N"
13202271,"International",,,,,"Atlantic/Pacific",,,12,2,1,0,,6,,1,36,2,40,,,,,,,,,,16.7,"FCC",,,,,600,"N"
13202305,"International",,,,,"Atlantic/Pacific",52,2,10,2,,,,,,,28,,,5,,,,,,,,,16.7,"FCC",,,6,4,600,"N"
13202439,"Regional",,,"West Coast North America","North America","Pacific",100,1,,,,,,,,,,,,,,,,,,,,,16.7,"FCC",,,6,4,600,"N"
13203515,"International",,,,,"Pacific",43,,,,,,,0,0,,41,,11,4,,,,,,,,,24.3,"FCC",,,7,,500,"N"
13203649,"International",,,,,"Atlantic/Pacific",16,,25,,5,6,0,9,,7,14,7,10,1,,,,,,,,,24.3,"FCC",,,7,,632,"N"
13203773,"International",,,,,"Pacific",,,,,,,,,21,,50,9,20,,,,,,,,,,24.3,"FCC",,,,,632,"N"
13203807,"National",,"United States",,"North America","Pacific",,,,,,,93,,,,,,7,,,,,,,,,,19.3,"FCC",,,,,800,"N"
13203931,"International",,,,,"Atlantic/Pacific",,,,,17,,41,24,,6,,13,,,,,,,,,,,19.3,"FCC",,,,,800,"N"
13204141,"National",,"United States",,"North America","Atlantic/Pacific",4,,22,,,,,,,,52,,21,,,,,,,,,,19.3,"FCC",,,,,800,"N"
13204433,"Regional",,,"East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,11.2,"FCC",,,,,,"N"
13206303,"International",,,,,"Pacific",9,6,,,,,7,,,7,5,45,20,1,,,,,,,,,16.4,"FCC",,,,,400,"N"
13206437,"International",,,,,"Atlantic/Pacific",42,1,6,8,,,,,,,33,,4,7,,,,,,,,,16.4,"FCC",,,,,400,"N"
13206561,"International",,,,,"Pacific",31,,,,,,4,,,,35,13,12,5,,,,,,,,,16.4,"FCC",,,,,400,"N"
13206695,"International",,,,,"Pacific",,,,,,,,,,2,14,56,29,,,,,,,,,,16.4,"FCC",,,,,400,"N"
13206729,"International",,,,,"Pacific",,,,,,,1,,,28,,43,28,,,,,,,,,,16.4,"FCC",,,,,400,"N"
13206853,"International",,,,"Middle East/ISC","Pacific",,,,,,,,,,19,,81,,,,,,,,,5,,16.4,"FCC",,,,,400,"N"
13207063,"International",,,,"Asia","Pacific",,,,,,,,,,,78,,22,,,,,,,,,,23.6,"FCC",,,,,501,"N"
13207197,"International",,,,,"Pacific",,,,,,,,,,,64,5,31,,,,,,,,,,23.6,"FCC",,,,,501,"N"
13207221,"International",,,,"Asia","Pacific",,,,,,,,,62,,12,,26,,,,,,,,,,23.6,"FCC",,,,,501,"N"
13207355,"International",,,,,"Pacific",,,,,,,,,,,40,33,27,,,,,,,,,,23.6,"FCC",,,,,501,"N"
13207489,"International",,,,"Asia","Pacific",,,,,,,,,42,,26,,32,,,,,,,,,,23.6,"FCC",,,,,501,"N"
13207513,"International",,,,"Asia","Pacific",,,,,,,,,61,,11,,28,,,,,,,,,,23.6,"FCC",,,,,501,"N"
13207647,"International",,,,"Asia","Pacific",,,,,,,,,47,,19,,33,,,,,,,,,,23.6,"FCC",,,,,501,"N"
13207805,"International",,,,,"Pacific",26,,,,,,,1,,,47,11,11,4,,,,,,,,,24.2,"FCC",,,,,501,"N"
13207939,"International",,,,,"Atlantic/Pacific",17,,1,,13,0,5,6,,4,31,6,13,4,,,,,,,,,24.2,"FCC",,,,,550,"N"
13208857,"International",,,,,"Pacific",,,,,,,,,,,36,10,54,,,,,,,,,,13.8,"FCC",,"Aft",6,3,194,"N"
13208981,"Regional",,,"South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,13.8,"FCC",,"Aft",6,3,194,"N"
13209067,"International",,,,"Asia","Pacific",,,,,,,,,,,57,,43,,,,,,,,,,13.8,"FCC",,,,,194,"N"
13209191,"International",,,,"Asia","Pacific",,,,,,,,,,,59,,41,,,,,,,,,,13.8,"FCC",,,,,194,"N"
13209641,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,13,"FCC",,,,,200,"N"
13209809,"Regional",,,"United Kingdom/Continent","Europe","Atlantic",,,,,,100,,,,,,,,,,,,,,,,,7.55,"FCC",,,,,60,"N"
13210539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,"FCC",,,,,250,"N"
13210663,"International",,,,,"Atlantic",,,,,80,,,20,,,,,,,,,,,,,,,13.5,"FCC",,,,,250,"N"
13210821,"International",,,,"Asia","Pacific",,,,,,,,,,,76,,24,,,,,,,,,,14,"FCC",,,,,130,"N"
13210955,"International",,,,"Asia","Pacific",,,,,,,,,,,91,,9,,,,,,,,,,14,"FCC",,,,,130,"N"
13211031,"Regional",,,"East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,14,"FCC",,,,,130,"N"
13211299,"International",,,,"Asia","Pacific",,,,,,,,,,,69,,31,,,,,,,,,,14,"FCC",,,,,130,"N"
13211615,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,5.4,"FCC",,,,,,"N"
13212533,"International",,,,,"Atlantic/Pacific",,,,33,37,,30,,,,,,3,,,,,,,,,,18.7,"FCC",,,,,500,"N"
13212667,"International",,,,,"Atlantic/Pacific",,,,27,39,12,22,0,,,,,,,,,,,,,,,18.7,"FCC",,,,,500,"N"
13212791,"International",,,,"Middle East/ISC","Pacific",,,,,,,,,,72,,28,,,,,,,,,,,18.7,"FCC",,,,,500,"N"
13212959,"International",,,,"Asia","Pacific",,,,,,,,,,,63,,,37,,,,,,,,,18.7,"FCC",,,,,500,"N"
13213035,"International",,,,,"Pacific",10,,,,,,,,1,,89,,0,,,,,,,,,,18.7,"FCC",,,,,500,"N"
13213169,"International",,,,,"Atlantic/Pacific",,,,5,38,,7,12,,1,23,1,2,11,,,,,,,,,18.7,"FCC",,,,,500,"N"
13213293,"International",,,,"Europe","Atlantic",,,,,0,39,0,60,,0,3,2,1,,,,,,,,,,24.3,"FCC",,"Three quarter aft",6,16,656,"N"
13213327,"International",,,,"Asia","Pacific",,,,,,,,,29,,47,,23,,,,,,,,,,24.3,"FCC",,"Three quarter aft",6,16,656,"N"
13213451,"International",,,,,"Atlantic/Pacific",,,5,,31,,15,1,,1,28,4,20,,,,,,,,,,24.3,"FCC",,"Three quarter aft",6,16,656,"N"
13213585,"International",,,,,"Pacific",45,,,,,,,,,,49,,,6,,,,,,,,,24.3,"FCC",,"Three quarter aft",6,16,656,"N"
13213619,"International",,,,"Asia","Pacific",,,,,,,,,,,60,,40,,,,,,,,,,13.8,"FCC",,,,,150,"N"
13213743,"International",,,,"Asia","Pacific",,,,,,,,,,,62,,38,,,,,,,,,,13.8,"FCC",,,,,150,"N"
13217741,"International",,,,"Asia","Pacific",,,,,,,,,,,60,,40,,,,,,,,,"Pontoon",14.2,"FCC",,,,,246,"N"
13217875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2,"FCC",,,,,246,"N"
13217909,"International",,,,,"Atlantic",,,40,,5,55,,,,,,,,,,,,,,,,,24.2,"FCC",,,,,500,"N"
13218085,"International",,,,,"Atlantic/Pacific",4,,17,12,2,8,0,14,,4,21,14,4,,,,,,,,,,24.2,"FCC",,,,,500,"N"
13218119,"International",,,,,"Atlantic",,,51,0,5,42,,1,,,,,,,,,,,,,,,24.2,"FCC",,,,,500,"N"
13218243,"International",,,,,"Pacific",,,,,,,32,,,19,27,13,8,,,,,,,,,,16.6,"FCC",,,,,300,"N"
13218377,"International",,,,,"Pacific",,,,,,,45,,,17,26,7,5,,,,,,,,,,16.6,"FCC",,,,,350,"N"
13218401,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,16.6,"FCC",,,,,350,"N"
13218535,"International",,,,,"Atlantic/Pacific",,,,,0,6,0,3,,57,8,13,13,,,,,,,,,,16.6,"FCC",,,,,350,"N"
13218669,"International",,,,"Asia","Pacific",,,,,,,,,25,,49,,25,,,,,,,,,,16.6,"FCC",,,,,350,"N"
13218793,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,16.6,"FCC",,,,,350,"N"
13218827,"International",,,,,"Pacific",39,21,,,,,,,1,,29,,6,4,,,,,,,,,24.1,"FCC",,,,,817,"N"
13218951,"International",,,,,"Pacific",33,29,,,,,,,1,,28,,7,3,,,,,,,,,24.1,"FCC",,,,,703,"N"
13219037,"International",,,,"Asia","Pacific",,,,,,,,,13,,20,,67,,,,,,,,,,16.4,"FCC",,,,,400,"N"
13219161,"International",,,,,"Atlantic/Pacific",,,,,9,1,0,3,,2,27,2,56,,,,,,,,,,16.4,"FCC",,,,,400,"N"
13219745,"Regional",,,"East Coast North America","North America","Atlantic",,,100,,,,,,,,,,,,,,,,,,,,12,"FCC",,,,,187,"N"
13219879,"Regional",,,"East Coast North America","North America","Atlantic",,,100,,,,,,,,,,,,,,,,,,,,12,"FCC",,,,,187,"N"
13220183,"Regional",,,"East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,13,"FCC",,,,,102,"N"
13220341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.2,"FCC",,,,,450,"N"
13220475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.2,"FCC",,,,,450,"N"
13221001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.3,"FCC",,,,,430,"N"
13221135,"International",,,,,"Pacific",99,1,,,,,,,,,,,,,,,,,,,,,16.7,"FCC",,,6,4,600,"N"
13221269,"International",,,,"Asia","Pacific",,,,,,,,,37,,39,,24,,,,,,,,,,24.1,"FCC",,,,,610,"N"
13221393,"International",,,,,"Atlantic/Pacific",,,,,0,25,1,21,,13,11,25,2,,,,,,,,,,24.1,"FCC",,,,,610,"N"
13221427,"International",,,,,"Atlantic/Pacific",,,,,0,5,0,4,,3,44,20,24,,,,,,,,,,24.1,"FCC",,,,,610,"N"
13221551,"International",,,,,"Atlantic/Pacific",,,,,,,,15,,10,39,23,13,,,,,,,,,,24.1,"FCC",,,,,610,"N"
13221685,"International",,,,,"Atlantic/Pacific",,,,,,,,29,,23,16,23,9,,,,,,,,,,24.1,"FCC",,,,,610,"N"
13221719,"International",,,,,"Atlantic/Pacific",,,,,0,7,,5,,7,27,31,24,,,,,,,,,,24.1,"FCC",,,,,610,"N"
13221843,"International",,,,"Asia","Pacific",,,,,,,,,,,68,,32,,,,,,,,,,24.1,"FCC",,,,,610,"N"
13221977,"International",,,,,"Pacific",8,,,,,,0,,17,6,49,5,14,0,,,,,,,,,24.1,"FCC",,,,,610,"N"
13223847,"International",,,,,"Atlantic/Pacific",12,,21,,2,6,0,9,,4,32,4,9,1,,,,,,,,"Pontoon",24.3,"FCC",,,,,650,"N"
13223971,"International",,,,,"Atlantic/Pacific",17,,11,,0,3,0,3,,9,41,11,2,3,,,,,,,,"Pontoon",24.3,"FCC",,,,,650,"N"
13224057,"International",,,,,"Pacific",,,,,,,60,,,,10,10,19,,,,,,,,,,16.4,"FCC",,,,,320,"N"
13225683,"International",,,,,"Atlantic/Pacific",,,10,,1,25,,29,,34,,,,,,,,,,,,,17.5,"FCC",,,,,350,"N"
13225717,"International",,,,"Europe","Atlantic",,,,,0,10,,90,,,,,,,,,,,,,,,17.5,"FCC",,,,,350,"N"
13226769,"International",,,,,"Atlantic/Pacific",11,,7,,3,0,0,4,,4,27,22,19,2,,,,,,,,,24.4,"FCC",,,,,500,"N"
13226893,"International",,,,,"Atlantic/Pacific",40,5,4,,1,0,,1,,1,41,2,4,2,,,,,,,,,24.4,"FCC",,,,,500,"N"
13226927,"International",,,,,"Pacific",20,3,,,,,,,,,44,19,14,1,,,,,,,,,24.4,"FCC",,,,,500,"N"
13227003,"International",,,,,"Atlantic/Pacific",17,,6,,,,,,,,45,14,15,3,,,,,,,,,24.4,"FCC",,,,,500,"N"
13227261,"International",,,,,"Atlantic/Pacific",22,,,,13,,7,,,,44,1,7,6,,,,,,,,,24.4,"FCC",,,,,500,"N"
13227429,"International",,,,"Asia","Pacific",,,,,,,,,,,64,,36,,,,,,,,,,24,"FCC",,,,,500,"N"
13227711,"International",,,,,"Atlantic/Pacific",28,22,,4,1,,2,,14,,22,,7,0,,,,,,,,"Pontoon",19.3,"FCC",,,7,13,400,"N"
13227845,"International",,,,,"Atlantic/Pacific",,,,,55,18,3,4,,6,6,5,3,,,,,,,,,"Pontoon",19.3,"FCC",,,7,13,400,"N"
13227979,"International",,,,"Asia","Pacific",,,,,,,,,46,,24,,30,,,,,,,,,,19.3,"FCC",,,,,400,"N"
13228055,"International",,,,"Asia","Pacific",,,,,,,,,0,,59,,40,,,,,,,,,,19.3,"FCC",,,,,400,"N"
13228189,"International",,,,,"Pacific",,,,,,,,0,,,38,31,31,,,,,,,,,,19.3,"FCC",,,,,400,"N"
13228213,"International",,,,,"Atlantic",,,,,87,,,13,,,,,,,,,,,,,,,19.3,"FCC",,,13,7,400,"N"
13228347,"International",,,,,"Atlantic/Pacific",4,,5,,3,29,0,50,,1,3,1,3,,,,,,,,,,19.3,"FCC",,,13,7,400,"N"
13228471,"International",,,,,"Atlantic/Pacific",,,,,24,,13,7,,6,25,11,13,,,,,,,,,,19.3,"FCC",,,13,7,400,"N"
13228505,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,16.7,"FCC",,,6,4,600,"N"
13228897,"International",,,,"Middle East/ISC","Pacific",,,,,,,,,,20,,80,,,,,,,,,,,16.8,"FCC",,,,,400,"N"
13228921,"International",,,,,"Atlantic",,,,,85,,,15,,,,,,,,,,,,,5,,16.8,"FCC",,,,,400,"N"
13229265,"National",,"United States",,"North America","Pacific",27,1,,,,,,,11,,14,,47,,,,,,,,,,9.45,"FCC",,,,,80,"N"
13229399,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,16.75,"FCC",,,,,432,"N"
13229423,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,16.75,"FCC",,,,,432,"N"
13229557,"International",,,,"Asia","Pacific",,,,,,,,,,,35,,65,,,,,,,,,,16.75,"FCC",,,,,432,"N"
13229681,"International",,,,"Asia","Pacific",,,,,,1,,1,,,12,,86,,,,,,,,,,16.75,"FCC",,,,,432,"N"
13229715,"International",,,,,"Atlantic/Pacific",15,,31,,2,15,0,4,,1,27,1,2,,,,,,,,,,24.2,"FCC",,,,,400,"N"
13229849,"International",,,,,"Atlantic/Pacific",4,5,15,8,6,12,6,2,,4,27,4,7,,,,,,,,,,24.2,"FCC",,,,,400,"N"
13229973,"International",,,,,"Atlantic/Pacific",,,,,21,10,30,,,7,16,13,4,,,,,,,,,,24.2,"FCC",,,,,400,"N"
13230029,"International",,,,"Europe","Atlantic",,,,,0,35,,65,,,,,,,,,,,,,,,24.2,"FCC",,,,,400,"N"
13230153,"International",,,,,"Atlantic/Pacific",36,,29,,,,,,,,30,,3,3,,,,,,,,,24.2,"FCC",,,,,400,"N"
13231071,"International",,,,,"Atlantic/Pacific",,,23,34,1,,0,1,7,1,24,1,8,,,,,,,,,,24.3,"FCC",,,,,632,"N"
13231105,"International",,,,,"Atlantic",,,,,66,34,,,,,,,,,,,,,,,,,24.3,"FCC",,,,,632,"N"
13231497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.75,"FCC",,,,,440,"N"
13231521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.75,"FCC",,,,,450,"N"
13231813,"Regional",,,"East Asia","Asia","Pacific",,,,,,,,,,0,100,,,,,,,,,,,,15.9,"FCC",,,,,200,"N"
13231947,"International",,,,,"Pacific",43,,,,,,,,,,50,,,7,,,,,,,,,24.2,"FCC",,,,,700,"N"
13232023,"International",,,,,"Pacific",39,,,,,,,,,,55,,,7,,,,,,,,,24.2,"FCC",,,,,700,"N"
13232157,"International",,,,,"Atlantic/Pacific",5,,,,,,1,9,,18,34,15,18,1,,,,,,,,,24.2,"FCC",,,,,700,"N"
13232281,"International",,,,,"Pacific",46,10,,,,,,,,,36,,2,6,,,,,,,,,24.2,"FCC",,,,,700,"N"
13233075,"International",,,,"Asia","Pacific",,,,,,,,,,,78,,22,,,,,,,,,,10.7,"FCC",,,,,180,"N"
13233109,"International",,,,"Asia","Pacific",,,,,,,,,,,87,,13,,,,,,,,,,10.7,"FCC",,,,,150,"N"
13233941,"International",,,,,"Atlantic/Pacific",,,,,0,3,24,2,,42,,29,,,,,,,,,,,16.8,"FCC",,,,,400,"N"
13234151,"International",,,,,"Atlantic/Pacific",23,20,35,,,,,,,,23,,,,,,,,,,,,14.2,"FCC",,,,,198,"N"
13234319,"International",,,,,"Atlantic/Pacific",,,,,4,0,3,1,,4,19,10,60,,,,,,,,,,16.4,"FCC",,,,,394,"N"
13234577,"International",,,,"Asia","Pacific",7,,,,,,,,,,51,,49,1,,,,,,,,"Pontoon",16.4,"FCC",,,,,447,"N"
13234601,"Regional",,,"East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,14,"FCC",,,,,264,"N"
13234735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,"FCC",,,,,264,"N"
